instance,optimal_value,model
40,12446924.884584434,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
41,17175174.038312115,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
42,16282973.444762416,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
43,14608816.19663014,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
44,13058139.370757686,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
45,16461098.592814157,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
46,12042457.77066206,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
47,12444225.65000961,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
48,12783914.749565342,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
49,14821993.334293667,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
50,13961460.62486016,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
51,13346154.12440671,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
52,12769451.697395004,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
53,13706731.729833372,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
54,11203348.68874166,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
55,10428171.017063593,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
56,16005446.768320816,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
57,15230553.166301398,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
58,13348259.534258526,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
59,14319227.914312845,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
60,13205631.541511185,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
61,12316326.12566666,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
62,14213163.390697138,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
63,16901559.15193251,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
64,16957017.15400973,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
65,18652338.59908028,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
66,14065379.936641445,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
67,15065992.395316685,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
68,15185856.114935083,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
69,10002769.411726145,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
70,14144589.553536616,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
71,22894320.270681757,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
72,11490749.418859864,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
73,11149603.907448234,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
74,19736504.892469674,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
75,15800654.519571291,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
76,15795453.3407622,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
77,14991399.127056586,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
78,15859500.350472027,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
79,15802646.805666642,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
80,16602194.662977977,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
81,13329007.743578412,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
82,14536861.781383514,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
83,12811356.637010584,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
84,18107983.827078134,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
85,14906617.518899111,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
86,12614215.531009315,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
87,12854372.91279641,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
88,15914042.830936221,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
89,12756327.775241666,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
90,12682728.031755276,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
91,12588306.103611423,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
92,15320982.849226668,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
93,15573127.347222874,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
94,16169919.353875007,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
95,14331840.358219367,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
96,12349776.609344848,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
97,15380235.016925484,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
98,19799815.093739938,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
99,14122769.457598131,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
100,14798946.777878428,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
101,20707501.543329295,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
102,12644413.49942882,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
103,14307144.758006467,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
104,12144251.168456608,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
105,15366633.281991672,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
106,13640645.252499994,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
107,12067024.01983461,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
108,15481644.964117866,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
109,16045709.920742305,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
110,11509163.315900525,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
111,7249994.051972986,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
112,13663715.524355784,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
113,12643919.243384697,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
114,14323854.28721142,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
115,13749461.795183305,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
116,16214068.518794995,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
117,15429782.635512395,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
118,14419945.74680817,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
119,16067197.249503793,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
120,13228988.219795922,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
121,17084877.168166105,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
122,12238771.829767305,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
123,15436246.527355762,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
124,12397763.546726841,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
125,13360954.070593046,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
126,14589075.14592499,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
127,14568122.628944268,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
128,16761489.97178222,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
129,11962876.545818409,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
130,14886480.908134798,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
131,13025586.236818867,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
132,15516127.491819145,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
133,19131874.566235878,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
134,15162966.639966773,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
135,12522424.3693549,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
136,16535189.71345835,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
137,16061347.49311302,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
138,16500821.434091615,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
139,15484726.733156297,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
140,16996660.70789772,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
141,17548253.123157922,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
142,15207961.816500003,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
143,17416202.977589753,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
144,13010425.388354031,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
145,15960649.822766006,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
146,14790779.257166676,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
147,15262629.268723253,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
148,15274680.764477096,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
149,14931345.368574994,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
150,13730084.879576111,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
151,20451861.24096755,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
152,16553215.73574167,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
153,12707137.298649631,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
154,20210495.112650014,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
155,14130714.330918623,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
156,15030283.707010888,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
157,12928469.03651119,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
158,12932808.82000644,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
159,12008737.720753664,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
160,12150152.901774947,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
161,15779341.11047498,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
162,14754496.445592793,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
163,15327798.621175002,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
164,15489876.001824338,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
165,12115748.687997792,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
166,11615780.651815059,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
167,11390197.57241703,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
168,12147383.82532883,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
169,11558743.020615103,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
170,14574030.353958964,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
171,11630476.134313507,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
172,11540010.919661647,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
173,15804856.17816004,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
174,13888874.512662675,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
175,17480901.377909712,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
176,12813312.23968945,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
