validation_loss,validation_regret_full,test_loss,test_regret_full,subepoch,Runtime,time,training_relaxation,validation_relaxation,reset,presolve,warmstart,hyperparams
4348.88525390625,18738.722692279727,5212.18896484375,16813.26078916597,50,0.7350351810455322,23.044054985046387,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4555.11669921875,20400.87517416966,5222.52001953125,16716.799152106978,100,1.2935616970062256,36.433915853500366,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4649.32275390625,20400.87517416966,5237.068359375,15900.806153182639,150,1.8563129901885986,49.69513511657715,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4734.921875,19180.558456792845,5266.216796875,13853.3651551425,200,2.4147558212280273,63.12996053695679,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4742.36083984375,19180.558456792845,5256.04150390625,15900.806153182639,250,3.001779317855835,76.69507646560669,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4768.8046875,18215.74335305218,5262.6318359375,15900.806153182639,300,3.5607457160949707,90.16643118858337,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4837.943359375,18215.74335305218,5293.2421875,15900.806153182639,350,4.119553089141846,103.26706290245056,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4907.7890625,18215.74335305218,5326.85888671875,15089.303536606021,400,4.6604626178741455,116.57952356338501,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4919.99853515625,18215.74335305218,5339.86328125,16390.94994426705,450,5.216052532196045,129.91128277778625,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4928.62158203125,18215.74335305218,5342.36083984375,16390.94994426705,500,5.785367012023926,143.17888045310974,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4948.064453125,18215.74335305218,5345.2451171875,16390.94994426705,550,6.403580904006958,157.13388895988464,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4972.3173828125,17969.70595475228,5352.57763671875,16390.94994426705,602,6.823224306106567,169.4886772632599,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4933.26025390625,18215.74335305218,5330.0966796875,16390.94994426705,652,7.211759567260742,182.05817127227783,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4951.17578125,17969.70595475228,5343.4326171875,16390.94994426705,702,7.585938930511475,194.13784551620483,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4929.1494140625,18215.74335305218,5322.869140625,15089.303536606021,752,7.964781045913696,206.41947650909424,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4958.42529296875,18215.74335305218,5334.1865234375,15089.303536606021,802,8.347952127456665,218.9435522556305,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4989.20263671875,18215.74335305218,5364.14794921875,15089.303536606021,852,8.754276514053345,231.60942721366882,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4980.53857421875,18215.74335305218,5365.5078125,15089.303536606021,902,9.143127918243408,243.91026306152344,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5010.4140625,18472.79905580543,5387.369140625,15089.303536606021,952,9.525856494903564,256.262895822525,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
4998.93798828125,18743.255172071746,5387.728515625,13610.486340866191,1002,9.912360668182373,268.3259696960449,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5031.75732421875,18486.199469318497,5414.30029296875,13079.149645900354,1052,10.31090760231018,280.8568389415741,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5024.01611328125,18743.255172071746,5396.77734375,13610.486340866191,1102,10.696360111236572,293.1018617153168,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5001.00341796875,18743.255172071746,5384.5830078125,13610.486340866191,1154,11.07854437828064,305.7183814048767,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5019.41552734375,18743.255172071746,5392.3779296875,13610.486340866191,1204,11.470412015914917,318.11768865585327,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5006.08203125,18743.255172071746,5386.7412109375,13610.486340866191,1254,11.880728244781494,330.48531556129456,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5007.0791015625,18472.79905580543,5382.7333984375,13610.486340866191,1304,12.267486572265625,342.66186928749084,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5031.8916015625,18743.255172071746,5398.51611328125,13610.486340866191,1354,12.658637285232544,355.01421451568604,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5053.3203125,18472.79905580543,5405.29345703125,13610.486340866191,1404,13.044250726699829,367.48903822898865,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5048.74267578125,18215.74335305218,5399.43408203125,15089.303536606021,1454,13.446107864379883,379.6656565666199,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5069.37109375,18465.33601696987,5422.81201171875,13610.486340866191,1504,13.848698139190674,392.0025815963745,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
5044.9482421875,18021.743545961566,5416.40673828125,13079.149645900354,1554,14.218667268753052,404.178591966629,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.01}"
