validation_loss,test_loss,validation_regret_full,test_regret_full,subepoch,time,validation_relaxation,hyperparams,total_time
2768.04443359375,3730.3271484375,17646.595776882023,16390.94994426705,1,0.5962438583374023,True,{'lr': 0.1},1852.8127131462097
1937.7354736328125,2676.471435546875,17866.353372897953,16813.26078916597,2,0.9311690330505371,True,{'lr': 0.1},1852.8127131462097
1393.7957763671875,1999.5928955078125,17866.353372897953,16813.26078916597,3,1.3168439865112305,True,{'lr': 0.1},1852.8127131462097
1035.5826416015625,1562.4552001953125,19306.292684221058,16813.26078916597,4,1.6801812648773193,True,{'lr': 0.1},1852.8127131462097
798.80712890625,1278.8443603515625,19306.292684221058,16716.799152106978,5,2.0930914878845215,True,{'lr': 0.1},1852.8127131462097
641.8365478515625,1094.0638427734375,19306.292684221058,16716.799152106978,6,2.471658706665039,True,{'lr': 0.1},1852.8127131462097
537.4861450195312,973.1751098632812,19306.292684221058,16716.799152106978,7,2.8660523891448975,True,{'lr': 0.1},1852.8127131462097
467.9156188964844,893.7506713867188,19306.292684221058,16567.167927665636,8,3.264536142349243,True,{'lr': 0.1},1852.8127131462097
421.3814392089844,841.3372192382812,19306.292684221058,16567.167927665636,9,3.649916172027588,True,{'lr': 0.1},1852.8127131462097
390.1377868652344,806.5886840820312,19306.292684221058,16448.51513839746,10,4.029905796051025,True,{'lr': 0.1},1852.8127131462097
369.0677490234375,783.4412841796875,19306.292684221058,16448.51513839746,11,4.458213806152344,True,{'lr': 0.1},1852.8127131462097
354.7861633300781,767.9479370117188,19306.292684221058,16567.167927665636,12,4.834546089172363,True,{'lr': 0.1},1852.8127131462097
345.049560546875,757.5296630859375,19306.292684221058,16716.799152106978,13,5.243508338928223,True,{'lr': 0.1},1852.8127131462097
338.3682556152344,750.4947509765625,19306.292684221058,16716.799152106978,14,5.7513978481292725,True,{'lr': 0.1},1852.8127131462097
333.750732421875,745.728759765625,19306.292684221058,16813.26078916597,15,6.083677291870117,True,{'lr': 0.1},1852.8127131462097
330.5347595214844,742.4935913085938,19306.292684221058,16716.799152106978,16,6.482702970504761,True,{'lr': 0.1},1852.8127131462097
328.2765808105469,740.2977905273438,19306.292684221058,16716.799152106978,17,6.9392712116241455,True,{'lr': 0.1},1852.8127131462097
326.6774597167969,738.8121948242188,19306.292684221058,16716.799152106978,18,7.373883008956909,True,{'lr': 0.1},1852.8127131462097
325.5352478027344,737.8147583007812,19306.292684221058,16716.799152106978,19,7.767250299453735,True,{'lr': 0.1},1852.8127131462097
324.7123718261719,737.1547241210938,19306.292684221058,16716.799152106978,20,8.17267107963562,True,{'lr': 0.1},1852.8127131462097
324.11456298828125,736.7288818359375,19306.292684221058,16716.799152106978,21,8.502915859222412,True,{'lr': 0.1},1852.8127131462097
323.6767272949219,736.4661254882812,19306.292684221058,16716.799152106978,22,8.86725902557373,True,{'lr': 0.1},1852.8127131462097
323.35369873046875,736.3170166015625,19306.292684221058,16716.799152106978,23,9.246297597885132,True,{'lr': 0.1},1852.8127131462097
323.1137390136719,736.2469482421875,19306.292684221058,16716.799152106978,24,9.594212293624878,True,{'lr': 0.1},1852.8127131462097
322.934326171875,736.2315063476562,19306.292684221058,16716.799152106978,25,9.992310523986816,True,{'lr': 0.1},1852.8127131462097
322.799560546875,736.2534790039062,19306.292684221058,16716.799152106978,26,10.444257974624634,True,{'lr': 0.1},1852.8127131462097
322.69781494140625,736.3004760742188,19306.292684221058,16716.799152106978,27,10.892933368682861,True,{'lr': 0.1},1852.8127131462097
322.6207580566406,736.3637084960938,19306.292684221058,16716.799152106978,28,11.255320310592651,True,{'lr': 0.1},1852.8127131462097
322.56219482421875,736.4368896484375,19306.292684221058,16716.799152106978,29,11.615211963653564,True,{'lr': 0.1},1852.8127131462097
322.51763916015625,736.5155029296875,19306.292684221058,16716.799152106978,30,12.01498031616211,True,{'lr': 0.1},1852.8127131462097
322.4837341308594,736.5963745117188,19306.292684221058,16716.799152106978,31,12.365915298461914,True,{'lr': 0.1},1852.8127131462097
322.4578857421875,736.6771850585938,19306.292684221058,16716.799152106978,32,12.841646194458008,True,{'lr': 0.1},1852.8127131462097
322.438232421875,736.7564086914062,19306.292684221058,16716.799152106978,33,13.409954071044922,True,{'lr': 0.1},1852.8127131462097
322.42333984375,736.8330078125,19306.292684221058,16716.799152106978,34,13.798210620880127,True,{'lr': 0.1},1852.8127131462097
322.41204833984375,736.9061889648438,19306.292684221058,16716.799152106978,35,14.26548957824707,True,{'lr': 0.1},1852.8127131462097
322.4035949707031,736.9755859375,20360.123692264897,16716.799152106978,36,14.71923041343689,True,{'lr': 0.1},1852.8127131462097
322.39727783203125,737.041015625,20360.123692264897,16716.799152106978,37,15.118288040161133,True,{'lr': 0.1},1852.8127131462097
322.3926086425781,737.1023559570312,20360.123692264897,16813.26078916597,38,15.598919153213501,True,{'lr': 0.1},1852.8127131462097
322.3891906738281,737.1596069335938,20360.123692264897,16813.26078916597,39,16.055613040924072,True,{'lr': 0.1},1852.8127131462097
322.3867492675781,737.2128295898438,20360.123692264897,16813.26078916597,40,16.439194679260254,True,{'lr': 0.1},1852.8127131462097
322.3850402832031,737.26220703125,20360.123692264897,16813.26078916597,41,16.83961820602417,True,{'lr': 0.1},1852.8127131462097
322.3838806152344,737.3079223632812,20360.123692264897,16813.26078916597,42,17.334176540374756,True,{'lr': 0.1},1852.8127131462097
322.3831481933594,737.3501586914062,20360.123692264897,16813.26078916597,43,17.728700637817383,True,{'lr': 0.1},1852.8127131462097
322.3827209472656,737.3890380859375,20360.123692264897,16813.26078916597,44,18.112967252731323,True,{'lr': 0.1},1852.8127131462097
322.3825378417969,737.4249267578125,20360.123692264897,16813.26078916597,45,18.486810445785522,True,{'lr': 0.1},1852.8127131462097
322.3825378417969,737.4578857421875,20360.123692264897,16813.26078916597,46,18.907594919204712,True,{'lr': 0.1},1852.8127131462097
322.38262939453125,737.4882202148438,20360.123692264897,16813.26078916597,47,19.350701093673706,True,{'lr': 0.1},1852.8127131462097
322.3828430175781,737.5160522460938,20360.123692264897,16813.26078916597,48,19.690939903259277,True,{'lr': 0.1},1852.8127131462097
322.3830871582031,737.5415649414062,20360.123692264897,16813.26078916597,49,20.102121114730835,True,{'lr': 0.1},1852.8127131462097
322.38336181640625,737.5650024414062,20360.123692264897,16813.26078916597,50,20.489003896713257,True,{'lr': 0.1},1852.8127131462097
2793.6728515625,3732.30712890625,19306.292684221058,17306.459209460067,1,0.8326685428619385,True,{'lr': 0.1},1851.8963630199432
