validation_regret,validation_mse,validation_loss,test_regret,test_mse,test_loss,subepoch,Runtime,time,hyperparams,validation_relax
16933.210325,2357.73027157273,2521.94580078125,14703.3081,2817.57629748094,2710.98706054687,2209,25.8708021640778,4398.4178237915,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2332.57784239515,2521.94580078125,14703.3081,2764.96966770128,2710.98706054687,2259,26.3882131576538,4491.76570749283,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2305.23027096359,2521.94580078125,14275.4124,2720.09468347795,2710.98706054687,2309,26.9623086452484,4584.85069656372,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2282.98680940081,2521.94580078125,14275.4124,2685.59587832026,2710.98706054687,2359,27.5252079963684,4679.18484020233,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2258.1315817605,2521.94580078125,14703.3081,2657.00678837358,2710.98706054687,2409,28.0553650856018,4773.02555131912,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2234.09278776189,2521.94580078125,14703.3081,2623.45945878591,2710.98706054687,2459,28.571813583374,4868.14089250565,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2210.58052527041,2521.94580078125,15110.7705,2593.92093006293,2710.98706054687,2509,29.1075127124786,4962.5542216301,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2184.08925668469,2521.94580078125,15110.7705,2567.47447577769,2710.98706054687,2559,29.7226848602295,5050.46113991737,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2164.69095103682,2521.94580078125,15110.7705,2532.12633382986,2710.98706054687,2609,30.3489220142364,5146.77744245529,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2144.29494511046,2521.94580078125,15110.7705,2502.75772012247,2710.98706054687,2659,30.9634137153625,5237.90738749504,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2121.96969082432,2521.94580078125,14703.3081,2473.3178607807,2710.98706054687,2709,31.6538276672363,5329.00375461578,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2101.38231080326,2521.94580078125,14703.3081,2441.53014147664,2710.98706054687,2759,32.2870380878448,5421.06892442703,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2100.51048425524,2521.94580078125,14703.3081,2440.20432886992,2710.98706054687,2761,32.76380443573,5473.60972642899,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2079.0151480407,2521.94580078125,14703.3081,2412.58933622714,2710.98706054687,2811,33.3305659294128,5569.524787426,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2057.56636060691,2521.94580078125,14703.3081,2384.78570754118,2710.98706054687,2861,33.9121494293213,5663.39703893661,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2037.64593788317,2521.94580078125,14703.3081,2357.48857220586,2710.98706054687,2911,34.6072971820831,5757.53383755684,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2019.66437887536,2521.94580078125,14703.3081,2333.97389052152,2710.98706054687,2961,35.1449811458588,5852.36084723473,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,2004.47864330982,2521.94580078125,14703.3081,2304.17370020254,2710.98706054687,3011,35.6016130447388,5944.8214058876,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1983.61279840164,2521.94580078125,14703.3081,2282.27996360853,2710.98706054687,3061,36.1053550243378,6036.69099974632,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1965.22027618847,2521.94580078125,14703.3081,2259.70781692754,2710.98706054687,3111,36.5222601890564,6129.79400634766,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1948.29714011634,2521.94580078125,14703.3081,2240.93818250371,2710.98706054687,3161,37.0144624710083,6222.19653940201,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1927.33227245125,2521.94580078125,14703.3081,2218.54105665587,2710.98706054687,3211,37.5725593566895,6314.03678512573,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1907.98946055847,2521.94580078125,14703.3081,2189.72797098221,2710.98706054687,3261,38.2143080234528,6406.45056343079,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1895.7620880224,2521.94580078125,14703.3081,2164.37047877081,2710.98706054687,3311,38.6493263244629,6500.74562740326,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1895.40354500422,2521.94580078125,14703.3081,2163.33255177187,2710.98706054687,3313,39.0856080055237,6552.2492787838,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1886.48329341164,2521.94580078125,14703.3081,2144.21858406835,2710.98706054687,3363,39.7559635639191,6644.9498090744,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1872.69049599858,2521.94580078125,14703.3081,2126.42438223244,2710.98706054687,3413,40.575526714325,6738.824873209,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1858.75752227005,2521.94580078125,15110.7705,2106.29910557257,2710.98706054687,3463,41.2046933174133,6829.19282889366,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1849.02255960704,2521.94580078125,15110.7705,2089.7113463367,2710.98706054687,3513,41.6952185630798,6920.98097133636,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1839.75276223501,2521.94580078125,15110.7705,2066.47291133607,2710.98706054687,3563,42.1785171031952,7016.56480717659,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1827.44371752797,2521.94580078125,15110.7705,2053.31972500156,2710.98706054687,3613,42.6463601589203,7110.3528649807,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1812.52546352361,2521.94580078125,15110.7705,2036.72496372587,2710.98706054687,3663,43.1417491436005,7207.26488542557,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1796.74151067602,2521.94580078125,15110.7705,2026.57358688324,2710.98706054687,3713,43.600061416626,7300.28318667412,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1783.01051876159,2521.94580078125,14703.3081,2011.14401202581,2710.98706054687,3763,44.0757298469543,7394.34117937088,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1772.82207226106,2521.94580078125,14703.3081,1997.5779170119,2710.98706054687,3813,44.6268832683563,7488.36085677147,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1762.65765312053,2521.94580078125,14703.3081,1984.68790212986,2710.98706054687,3863,45.3695945739746,7582.74885797501,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1762.17508898745,2521.94580078125,14703.3081,1983.8529842796,2710.98706054687,3865,45.7941355705261,7635.53969621658,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1750.94400538001,2521.94580078125,14703.3081,1968.00908231103,2710.98706054687,3915,46.2912883758545,7729.28591060638,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1740.7959115486,2521.94580078125,14703.3081,1959.56836977497,2710.98706054687,3965,46.8048400878906,7822.83097600937,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1734.5805287201,2521.94580078125,14703.3081,1944.34476736433,2710.98706054687,4015,47.2103340625763,7918.45510149002,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1727.59521614823,2521.94580078125,14703.3081,1933.99082356606,2710.98706054687,4065,47.7870109081268,8013.46353197098,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1718.10099496743,2521.94580078125,14703.3081,1926.29052156123,2710.98706054687,4115,48.3017649650574,8109.46461987495,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1709.51764297093,2521.94580078125,14703.3081,1914.38356820505,2710.98706054687,4165,48.8544533252716,8201.69028043747,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1699.0137917693,2521.94580078125,14703.3081,1906.56838464713,2710.98706054687,4215,49.5085279941559,8295.30195736885,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1691.35017787493,2521.94580078125,14703.3081,1891.77711718905,2710.98706054687,4265,50.0518484115601,8391.06594419479,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1687.22499932773,2521.94580078125,14703.3081,1882.81610161741,2710.98706054687,4315,50.4860796928406,8485.0510365963,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1685.56046279366,2521.94580078125,14703.3081,1880.34415094685,2710.98706054687,4365,51.0695745944977,8578.18964147568,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1681.48840974227,2521.94580078125,14703.3081,1883.68286813025,2710.98706054687,4415,51.570662021637,8669.19128203392,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1681.31883900142,2521.94580078125,14703.3081,1883.831301474,2710.98706054687,4417,51.9737122058868,8722.14086914063,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1681.17828792712,2521.94580078125,14703.3081,1884.72721310926,2710.98706054687,4467,52.5627253055573,8814.77751016617,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1681.67570516302,2521.94580078125,14703.3081,1886.18692421587,2710.98706054687,4517,53.1933007240295,8909.22548937798,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1682.61678600319,2521.94580078125,14703.3081,1890.87198241756,2710.98706054687,4567,53.8533797264099,9005.379997015,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1679.45689601393,2521.94580078125,14703.3081,1891.52058199937,2710.98706054687,4617,54.3807172775269,9100.86212563515,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1675.71820193521,2521.94580078125,14703.3081,1893.52876940946,2710.98706054687,4667,54.8007018566132,9194.62880063057,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1672.08237863536,2521.94580078125,14703.3081,1897.71705427779,2710.98706054687,4717,55.2852854728699,9288.51300144196,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1671.25425523298,2521.94580078125,14703.3081,1900.40743812971,2710.98706054687,4767,55.928769826889,9379.7157099247,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1672.50940823342,2521.94580078125,14703.3081,1907.55403207136,2710.98706054687,4817,56.4889705181122,9473.06482338905,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1671.99701846034,2521.94580078125,14703.3081,1909.91056857116,2710.98706054687,4867,57.072643995285,9567.17686796188,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1668.44749422037,2521.94580078125,14703.3081,1908.58398863419,2710.98706054687,4917,57.6054184436798,9662.6840274334,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1664.68281002405,2521.94580078125,14703.3081,1909.60211275152,2710.98706054687,4967,58.2121732234955,9756.57013821602,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1664.54286420496,2521.94580078125,14703.3081,1909.51237877065,2710.98706054687,4969,58.5099921226501,9807.91698789597,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1662.77350538907,2521.94580078125,14703.3081,1908.52454276867,2710.98706054687,5019,59.1475403308868,9903.60494804382,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1663.57967923608,2521.94580078125,14703.3081,1914.65999589696,2710.98706054687,5069,59.695511341095,9999.10279464722,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1667.52767307046,2521.94580078125,14703.3081,1924.99354198277,2710.98706054687,5119,60.2928397655487,10093.3929009438,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1675.00102583141,2521.94580078125,14703.3081,1936.4454373909,2710.98706054687,5169,60.9686017036438,10186.5037419796,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
16933.210325,1677.01267233368,2521.94580078125,14703.3081,1940.34791758039,2710.98706054687,5219,61.5336060523987,10283.094789505,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01, 'betas': (0.98, 0.999)}",TRUE
