validation_loss,test_loss,validation_regret_full,test_regret_full,subepoch,time,validation_relaxation,hyperparams,total_time
2768.610595703125,3670.1689453125,30532.886460066424,19092.332034702413,1,2.340501546859741,True,{'lr': 0.1},15530.033909797668
1939.97119140625,2646.258056640625,31377.31088580191,19092.332034702413,2,3.4532999992370605,True,{'lr': 0.1},15530.033909797668
1396.9559326171875,1984.893798828125,28087.61292593088,17447.02068242058,3,4.811415672302246,True,{'lr': 0.1},15530.033909797668
1039.062255859375,1555.7432861328125,28087.615711185616,17447.02068242058,4,5.987270832061768,True,{'lr': 0.1},15530.033909797668
802.2100830078125,1276.19091796875,28879.623112413217,16320.093486928847,5,7.048709154129028,True,{'lr': 0.1},15530.033909797668
644.9432983398438,1093.4188232421875,28947.851461768732,16320.093486928847,6,8.156561374664307,True,{'lr': 0.1},15530.033909797668
540.1990966796875,973.4739379882812,27043.886619464145,16981.668593788054,7,9.334147930145264,True,{'lr': 0.1},15530.033909797668
470.2133483886719,894.4462280273438,28347.498653002665,15558.780782032525,8,10.614567041397095,True,{'lr': 0.1},15530.033909797668
423.2851257324219,842.1551513671875,28892.07193308475,16981.66851154808,9,11.80998158454895,True,{'lr': 0.1},15530.033909797668
391.6895446777344,807.397705078125,29692.805176999304,16981.668593788054,10,12.94006633758545,True,{'lr': 0.1},15530.033909797668
370.3171081542969,784.1846923828125,29692.805176999187,15558.780782032525,11,13.876063108444214,True,{'lr': 0.1},15530.033909797668
355.782470703125,768.6068115234375,29692.805176999187,15502.586413498502,12,14.921183824539185,True,{'lr': 0.1},15530.033909797668
345.838134765625,758.103515625,27588.459899545996,15533.540431900416,13,16.328494548797607,True,{'lr': 0.1},15530.033909797668
338.9886474609375,750.991455078125,27588.459899545764,15558.780782032525,14,17.774280548095703,True,{'lr': 0.1},15530.033909797668
334.2362976074219,746.1588745117188,27588.459899545996,16579.808812275063,15,19.186819076538086,True,{'lr': 0.1},15530.033909797668
330.9131164550781,742.8680419921875,29692.805176999304,16579.808812275063,16,20.6394202709198,True,{'lr': 0.1},15530.033909797668
328.5702209472656,740.6265869140625,29692.805176999304,16579.808812275063,17,22.10853672027588,True,{'lr': 0.1},15530.033909797668
326.9044189453125,739.1038818359375,29692.805176999187,16579.808812275063,18,23.492242574691772,True,{'lr': 0.1},15530.033909797668
325.7099304199219,738.0765991210938,29692.805176999187,16981.668593788054,19,24.86316967010498,True,{'lr': 0.1},15530.033909797668
324.84619140625,737.3925170898438,29692.805176999304,16981.668593788054,20,26.376007080078125,True,{'lr': 0.1},15530.033909797668
324.2164611816406,736.947265625,29692.805176999187,16981.668593788054,21,27.757586002349854,True,{'lr': 0.1},15530.033909797668
323.75384521484375,736.6687622070312,29692.805176999304,16981.668593788054,22,29.09607982635498,True,{'lr': 0.1},15530.033909797668
323.4114990234375,736.5067749023438,27588.459899545996,16981.668593788054,23,30.529258728027344,True,{'lr': 0.1},15530.033909797668
323.15655517578125,736.426025390625,27588.459899545996,16981.668593788054,24,32.068246603012085,True,{'lr': 0.1},15530.033909797668
322.9656066894531,736.4016723632812,27588.45989954588,16981.66832578648,25,33.54202222824097,True,{'lr': 0.1},15530.033909797668
322.8218688964844,736.416015625,27588.459899545996,16981.668593788054,26,35.01355719566345,True,{'lr': 0.1},15530.033909797668
322.7132873535156,736.4564208984375,27588.459899545764,16981.668593788054,27,36.50456619262695,True,{'lr': 0.1},15530.033909797668
322.6309509277344,736.513916015625,27588.459899545647,16981.668593788054,28,37.83601188659668,True,{'lr': 0.1},15530.033909797668
322.5684509277344,736.5819091796875,27588.459899545996,16981.668593788054,29,39.22171711921692,True,{'lr': 0.1},15530.033909797668
322.5209045410156,736.6558227539062,27588.459899545764,16981.668593788054,30,40.665212631225586,True,{'lr': 0.1},15530.033909797668
2739.036865234375,3715.065673828125,30421.991329938173,19341.29030565871,1,2.811124563217163,True,{'lr': 0.1},15415.182323932648
1918.694580078125,2663.701171875,30421.99132993794,17397.34243463585,2,4.147655963897705,True,{'lr': 0.1},15415.182323932648
1381.185791015625,1989.63671875,30421.991329938173,17447.014386160765,3,5.5150957107543945,True,{'lr': 0.1},15415.182323932648
1027.162109375,1554.9478759765625,30421.991329938173,16588.413190454943,4,6.92485237121582,True,{'lr': 0.1},15415.182323932648
793.1371459960938,1273.2591552734375,29424.19639249507,16592.1947304199,5,8.429596185684204,True,{'lr': 0.1},15415.182323932648
637.98681640625,1089.912109375,29424.19639249507,16320.093486928847,6,9.867624044418335,True,{'lr': 0.1},15415.182323932648
534.8499755859375,970.0646362304688,28892.07193308475,16320.093486928847,7,11.285976648330688,True,{'lr': 0.1},15415.182323932648
466.0953063964844,891.3873291015625,28892.07193308475,17447.02068242058,8,12.674176216125488,True,{'lr': 0.1},15415.182323932648
420.114501953125,839.5086669921875,28892.07193308475,16981.668593788054,9,13.987317323684692,True,{'lr': 0.1},15415.182323932648
389.2497253417969,805.1445922851562,28380.4673007736,15502.586413498502,10,15.42364239692688,True,{'lr': 0.1},15415.182323932648
