validation_loss,validation_regret_full,test_loss,test_regret_full,subepoch,Runtime,time,training_relaxation,validation_relaxation,reset,presolve,warmstart,hyperparams
4211.068359375,16065.687459459645,5217.55322265625,11995.003770828713,50,0.9591498374938965,30.48845648765564,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4342.1767578125,16065.687459459645,5162.607421875,11623.90087371855,100,1.6774604320526123,47.03841972351074,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4476.5986328125,16893.866160517093,5174.720703125,10714.168551407289,150,2.3749427795410156,63.63922119140625,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4601.1796875,16065.687459459645,5184.6650390625,10714.168551407289,200,3.0635790824890137,80.24587106704712,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4733.5908203125,16893.866160517093,5233.8408203125,10714.168551407289,250,3.7546942234039307,96.63617324829102,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4819.94677734375,16065.687459459645,5267.0478515625,9790.90575988777,300,4.469829797744751,113.09160423278809,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4885.99853515625,16065.687459459645,5297.3349609375,9723.065282535506,350,5.172924995422363,129.32735896110535,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
4939.119140625,16065.687459459645,5325.6064453125,9723.065282535506,400,5.8658623695373535,146.08888626098633,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5018.24560546875,16065.687459459645,5365.77685546875,10714.168551407289,450,6.589792013168335,162.56504464149475,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5087.99560546875,16065.687459459645,5406.6025390625,10332.01888072933,500,7.293397426605225,179.14527988433838,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5138.873046875,16065.687459459645,5431.263671875,10332.01888072933,550,7.995197772979736,195.7062747478485,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5237.89404296875,16065.687459459645,5473.7421875,10714.168551407289,602,8.48464822769165,210.4510157108307,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5364.0537109375,16065.687459459645,5535.734375,9723.065282535506,652,8.957700490951538,225.2559940814972,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5457.94873046875,16065.687459459645,5580.99609375,10724.109170265263,702,9.449072360992432,240.35287141799927,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5548.5107421875,16893.866160517093,5630.0859375,10724.109170265263,752,9.922416925430298,255.29736733436584,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5613.5478515625,16893.866160517093,5666.6240234375,11251.366402148968,802,10.399059295654297,270.4529912471771,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
5699.94091796875,16065.687459459645,5717.09375,11623.90087371855,852,10.874439477920532,285.3757565021515,True,True,True,False,False,"{'lr': 1e-05, 'momentum': 0.1}"
