train_loss,train_regret_full,train_accuracy,validation_loss,validation_regret_full,validation_accuracy,test_loss,test_regret_full,test_accuracy,subepoch,time,validation_relaxation,hyperparams,capacity,total_time
56403.33984375,272.9212226867676,0.7774381038647343,44477.3203125,305.00433349609375,0.7958333333333333,60344.9140625,283.78646087646484,0.8023775894538606,33,54.93640184402466,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
55262.97265625,273.40053939819336,0.7771739130434783,43525.34375,305.00433349609375,0.7958333333333333,59206.38671875,282.8273468017578,0.8024952919020716,34,56.543396949768066,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
54174.65625,273.40053939819336,0.7772871376811594,42612.765625,305.00433349609375,0.7958333333333333,58116.671875,283.78646087646484,0.8023775894538606,35,58.03949522972107,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
53135.96875,274.0239791870117,0.7770984299516909,41737.91796875,325.09118270874023,0.7947916666666667,57073.62890625,283.78646087646484,0.8016713747645952,36,59.693031549453735,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
52144.59375,274.5518379211426,0.7769097222222222,40899.21875,325.09118270874023,0.7947916666666667,56075.2109375,283.78646087646484,0.801789077212806,37,61.30117201805115,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
51198.34375,276.55718994140625,0.7768342391304348,40095.1328125,325.09118270874023,0.7947916666666667,55119.47265625,284.39857482910156,0.801789077212806,38,62.7342574596405,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
50295.12109375,277.39166259765625,0.7765700483091788,39324.21484375,325.09118270874023,0.7947916666666667,54204.5546875,286.3963394165039,0.8014359698681732,39,64.34745597839355,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
49432.9375,278.4901466369629,0.7764190821256038,38585.06640625,325.09118270874023,0.7947916666666667,53328.671875,286.3963394165039,0.8015536723163842,40,66.1123218536377,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
48609.89453125,279.5827522277832,0.7758152173913043,37876.359375,331.95599365234375,0.7927083333333333,52490.125,289.63741302490234,0.8012005649717514,41,67.66485500335693,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
47824.18359375,280.31968688964844,0.7757019927536232,37196.8125,345.1260929107666,0.7916666666666666,51687.29296875,292.6365966796875,0.8007297551789078,42,69.13614654541016,False,"{'lr': 0.01, 'momentum': 0.1}",180,1408.4177594184875
