subepoch,Runtime,time,validation_regret,validation_mse,validation_loss,test_regret,test_mse,test_loss,hyperparams,total_time,validation_relax
51,3.7505481243133545,45.04902267456055,0.0,3999.247182717516,-655606480896.0,0.0,5102.744982206135,-2180780392448.0,{'lr': 0.01},508.1778645515442,True
101,7.7275402545928955,89.09918999671936,0.0,3965.85176892122,-1105469014016.0,0.0,5034.336610785752,-2938737000448.0,{'lr': 0.01},508.1778645515442,True
151,11.927576780319214,132.64760041236877,0.0,3928.74388717175,-1631007604736.0,0.0,5047.874932791455,-3097257050112.0,{'lr': 0.01},508.1778645515442,True
201,15.724791765213013,175.2771077156067,0.0,3884.4017752096897,-2266981466112.0,0.0,5040.583042758988,-3318695854080.0,{'lr': 0.01},508.1778645515442,True
251,19.77518939971924,218.44702792167664,0.0,3830.9298415737667,-2580234895360.0,0.0,4999.737436192516,-3741849223168.0,{'lr': 0.01},508.1778645515442,True
301,23.6435489654541,260.885290145874,0.0,3771.800892183891,-3113163948032.0,0.0,4898.83643632182,-4474582073344.0,{'lr': 0.01},508.1778645515442,True
351,28.124216318130493,306.08889412879944,0.0,3694.9872218609516,-3860984889344.0,0.0,4686.486887494256,-6753140867072.0,{'lr': 0.01},508.1778645515442,True
401,32.288872718811035,349.2655625343323,0.0,3686.481690853909,-4260229939200.0,0.0,4439.746595884786,-9452300271616.0,{'lr': 0.01},508.1778645515442,True
451,36.803754568099976,394.60771441459656,0.0,3666.654743591521,-4694106177536.0,0.0,4290.795523323582,-11067464876032.0,{'lr': 0.01},508.1778645515442,True
501,41.018094539642334,437.90028166770935,0.0,3610.1291545692584,-5712026009600.0,0.0,4301.664829508055,-11230251057152.0,{'lr': 0.01},508.1778645515442,True
551,44.92839455604553,480.5744891166687,0.0,3545.282931140969,-6852113596416.0,0.0,4284.6036983942,-11807008751616.0,{'lr': 0.01},508.1778645515442,True
1,0.039129018783569336,2.681612730026245,0.0,3982.388596337034,-602805239808.0,0.0,5274.687388749701,-522365337600.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
51,3.805286169052124,44.38560605049133,0.0,3948.050560660086,-1127983546368.0,0.0,5065.439907081254,-2747881226240.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
101,7.848794937133789,87.18784213066101,0.0,3907.9854516020096,-1749146140672.0,0.0,4995.81133156527,-3518721163264.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
151,12.151804685592651,131.62226271629333,0.0,3870.45769297231,-2097988370432.0,0.0,5007.999912465523,-3420784164864.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
201,16.030967235565186,174.76362991333008,0.0,3826.3818945916714,-2607544139776.0,0.0,4996.370250357637,-3633866080256.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
251,20.01726746559143,217.49631118774414,0.0,3774.9356635934714,-3165994483712.0,0.0,4954.8044186772695,-4079803432960.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
301,24.387523889541626,265.0005748271942,0.0,3715.3659117097927,-3605860843520.0,0.0,4856.1156119230845,-4989779968000.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
351,28.38147282600403,307.79967427253723,0.0,3640.8805750765555,-4474328317952.0,0.0,4655.298680351631,-7099819491328.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
401,32.53650689125061,350.94512724876404,0.0,3630.3067177889507,-4856857493504.0,0.0,4420.737752461969,-9694874697728.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
451,37.01959848403931,395.92791414260864,0.0,3607.60611013859,-5365364424704.0,0.0,4274.383622954891,-11211618910208.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
501,41.609726667404175,441.837078332901,0.0,3550.057464887,-6325067055104.0,0.0,4287.249787490078,-11346296963072.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
551,46.20487308502197,488.0736491680145,0.0,3486.528483290548,-7121034543104.0,0.0,4270.75763725874,-12149973843968.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",515.634220123291,True
1,0.036988019943237305,2.6905994415283203,0.0,3996.7998414448293,-385744601088.0,0.0,5254.806523581731,-652748062720.0,{'lr': 0.01},526.0015962123871,True
51,4.259219408035278,47.73834156990051,0.0,3963.542097622553,-985275793408.0,0.0,5051.018560243623,-2689882914816.0,{'lr': 0.01},526.0015962123871,True
101,8.452833414077759,93.24641299247742,0.0,3930.0454535720096,-1423839789056.0,0.0,4980.1322803929825,-3384268292096.0,{'lr': 0.01},526.0015962123871,True
151,12.77404522895813,138.42659616470337,0.0,3897.5317822489333,-1942977839104.0,0.0,4987.505149595925,-3489177010176.0,{'lr': 0.01},526.0015962123871,True
201,16.846635341644287,183.21960616111755,0.0,3854.6325210656582,-2290475991040.0,0.0,4973.962531383999,-3682315010048.0,{'lr': 0.01},526.0015962123871,True
251,20.89911150932312,226.7689597606659,0.0,3803.8024247851754,-2722074329088.0,0.0,4932.201352512396,-4150465134592.0,{'lr': 0.01},526.0015962123871,True
301,25.17133855819702,271.1349730491638,0.0,3742.4533076466137,-3377901862912.0,0.0,4830.915417012155,-5133428064256.0,{'lr': 0.01},526.0015962123871,True
351,29.648247003555298,316.67798829078674,0.0,3665.3582893906187,-4175699509248.0,0.0,4624.798591956961,-7273913516032.0,{'lr': 0.01},526.0015962123871,True
401,34.259572982788086,362.24283933639526,0.0,3655.720096448222,-4562382749696.0,0.0,4385.733767978679,-9699745333248.0,{'lr': 0.01},526.0015962123871,True
451,38.79156565666199,407.76552629470825,0.0,3635.2917357656365,-5205237694464.0,0.0,4235.5796937435625,-11535951855616.0,{'lr': 0.01},526.0015962123871,True
501,43.37233567237854,453.507310628891,0.0,3580.522076687405,-5930388291584.0,0.0,4245.280319029695,-11659483545600.0,{'lr': 0.01},526.0015962123871,True
551,47.767054080963135,498.274382352829,0.0,3517.399871136049,-6922209853440.0,0.0,4227.567335574716,-12374645932032.0,{'lr': 0.01},526.0015962123871,True
1,0.01678609848022461,2.6710453033447266,0.0,4021.5084356256916,-86324076544.0,0.0,5354.243151028117,77893976064.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
51,3.8979973793029785,45.029043197631836,0.0,3983.7353072897927,-570855063552.0,0.0,5134.833237182386,-2062232715264.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
101,7.516135215759277,89.77347016334534,0.0,3946.2854444484597,-1024022577152.0,0.0,5058.717135445449,-2910433312768.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
151,11.542222738265991,134.031010389328,0.0,3907.7429103908985,-1514929127424.0,0.0,5065.870769973005,-2850451357696.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
201,15.673596620559692,179.02195811271667,0.0,3858.883195476568,-2021484658688.0,0.0,5050.440181666351,-2904180129792.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
251,20.031238317489624,224.36388778686523,0.0,3800.5110502439566,-2709256142848.0,0.0,5004.5729325822695,-3431791853568.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
301,24.346262454986572,269.8198277950287,0.0,3731.721076541857,-3313571201024.0,0.0,4891.968710561626,-4504030281728.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
351,28.745173454284668,314.620934009552,0.0,3647.9751777811753,-4159215501312.0,0.0,4664.44291150793,-6847927418880.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
401,33.16310381889343,359.03427505493164,0.0,3637.293239600906,-4594041356288.0,0.0,4408.704659365216,-9497079709696.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
451,37.85612416267395,404.9663920402527,0.0,3617.3776894857833,-5024055820288.0,0.0,4252.797642839375,-11313757552640.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
501,42.3136088848114,449.5987045764923,0.0,3562.826470048498,-5929580363776.0,0.0,4261.520734389267,-11710966530048.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
551,46.84306573867798,495.7936758995056,0.0,3499.675329394236,-6877333946368.0,0.0,4242.854546970048,-12031030722560.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",523.1369643211365,True
1,0.030631065368652344,2.603609800338745,0.0,3985.7453716470923,-500092157952.0,0.0,5304.772764903435,-251559919616.0,{'lr': 0.01},520.5590829849243,True
51,3.800985097885132,44.1092734336853,0.0,3958.612699983171,-787687243776.0,0.0,5108.070072955382,-2123655020544.0,{'lr': 0.01},520.5590829849243,True
101,7.6127660274505615,87.10504174232483,0.0,3925.0388698515862,-1333597896704.0,0.0,5038.838289361031,-2867305381888.0,{'lr': 0.01},520.5590829849243,True
151,12.266047716140747,133.047931432724,0.0,3886.4072710690666,-1970208702464.0,0.0,5056.263755786623,-2954027597824.0,{'lr': 0.01},520.5590829849243,True
201,16.363906383514404,177.4718677997589,0.0,3840.9877081144937,-2368962822144.0,0.0,5052.6666288685765,-3010892136448.0,{'lr': 0.01},520.5590829849243,True
251,20.496291637420654,221.456152677536,0.0,3785.9075602063303,-2914561687552.0,0.0,5013.519668848739,-3215250948096.0,{'lr': 0.01},520.5590829849243,True
301,24.821137189865112,266.73390555381775,0.0,3724.6054147766695,-3512448057344.0,0.0,4912.277942113754,-4231622557696.0,{'lr': 0.01},520.5590829849243,True
351,29.315422296524048,312.2568504810333,0.0,3649.2616549533027,-4336017473536.0,0.0,4701.975042603904,-6279977762816.0,{'lr': 0.01},520.5590829849243,True
401,33.9162323474884,357.9070336818695,0.0,3641.0580992028777,-4819951550464.0,0.0,4457.2382447856235,-8949943238656.0,{'lr': 0.01},520.5590829849243,True
451,38.41055512428284,403.12875413894653,0.0,3622.912953555296,-5024994557952.0,0.0,4312.315264161043,-10770121228288.0,{'lr': 0.01},520.5590829849243,True
501,43.007476806640625,448.8587646484375,0.0,3569.01241103612,-5704810758144.0,0.0,4323.763889730842,-10975371591680.0,{'lr': 0.01},520.5590829849243,True
551,47.143911838531494,492.80334997177124,0.0,3504.907747622795,-6885617696768.0,0.0,4307.168322492189,-11376294625280.0,{'lr': 0.01},520.5590829849243,True
1,0.03362083435058594,2.6162283420562744,0.0,4019.1580050932016,-280252932096.0,0.0,5251.090417828651,-767179554816.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
51,4.021721601486206,46.053003549575806,0.0,3988.5233937988573,-781110149120.0,0.0,5047.928713443053,-2724550148096.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
101,8.214166402816772,90.67074704170227,0.0,3953.0594358361986,-1285102305280.0,0.0,4981.251349796333,-3512459067392.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
151,12.46986722946167,135.78114891052246,0.0,3916.972305636082,-1737988571136.0,0.0,4994.246681898632,-3482462191616.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
201,16.402143478393555,179.5265052318573,0.0,3874.081784849141,-2146143305728.0,0.0,4984.9308274203795,-3740604825600.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
251,20.738656997680664,224.78001618385315,0.0,3823.622229990896,-3017650864128.0,0.0,4944.797459295504,-4253810688000.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
301,24.828951358795166,268.9497380256653,0.0,3766.14192538407,-3386829570048.0,0.0,4847.357445823323,-5177525403648.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
351,29.217910051345825,314.305876493454,0.0,3691.6687690084314,-4072903409664.0,0.0,4645.113692960731,-7227418083328.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
401,33.45469045639038,357.83781599998474,0.0,3682.2127483009776,-4311873748992.0,0.0,4406.731593699952,-9486512160768.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
451,37.99698567390442,403.2152028083801,0.0,3661.306909921181,-5013657878528.0,0.0,4260.620550871877,-11250824118272.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
501,42.55499196052551,449.071391582489,0.0,3604.078690204034,-6173722148864.0,0.0,4272.310442433169,-11639370809344.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
551,46.67017149925232,492.5613691806793,0.0,3540.0277352810344,-6793365815296.0,0.0,4255.3816471227765,-12019209076736.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",519.98699259758,True
1,0.015735864639282227,2.699021339416504,0.0,4019.276685646589,-120677654528.0,0.0,5352.562041958324,64030306304.0,{'lr': 0.01},522.3370547294617,True
51,3.880537271499634,44.538456201553345,0.0,3982.707609983472,-694300377088.0,0.0,5134.350296626766,-1898428366848.0,{'lr': 0.01},522.3370547294617,True
101,8.041747570037842,89.28814625740051,0.0,3942.697322336859,-1255775404032.0,0.0,5061.904869193196,-2666788552704.0,{'lr': 0.01},522.3370547294617,True
151,12.07973313331604,132.89076328277588,0.0,3904.822236524442,-1854269947904.0,0.0,5075.131793854849,-2783935463424.0,{'lr': 0.01},522.3370547294617,True
201,16.163567543029785,177.38213419914246,0.0,3860.9660738646876,-2100153745408.0,0.0,5065.407759130252,-2940591931392.0,{'lr': 0.01},522.3370547294617,True
251,20.484415292739868,222.75239396095276,0.0,3810.002200573006,-2850762129408.0,0.0,5024.699762100973,-3431858438144.0,{'lr': 0.01},522.3370547294617,True
301,24.846329927444458,268.04212713241577,0.0,3752.1496280274537,-3358684217344.0,0.0,4926.516821772012,-4369648975872.0,{'lr': 0.01},522.3370547294617,True
351,29.025089025497437,312.1377866268158,0.0,3678.6866430379787,-4009733390336.0,0.0,4724.825877914337,-6349366231040.0,{'lr': 0.01},522.3370547294617,True
401,33.63623094558716,358.26502871513367,0.0,3668.921922579903,-4293430738944.0,0.0,4486.2294976020185,-8599842062336.0,{'lr': 0.01},522.3370547294617,True
451,38.16813921928406,403.7055764198303,0.0,3646.931049933352,-5036088754176.0,0.0,4338.294671829941,-10229478588416.0,{'lr': 0.01},522.3370547294617,True
501,42.7566339969635,449.70767402648926,0.0,3588.792796535664,-6001762500608.0,0.0,4350.053760272049,-10715471544320.0,{'lr': 0.01},522.3370547294617,True
551,47.08710193634033,495.04281973838806,0.0,3524.488721356986,-6566965411840.0,0.0,4332.677602856829,-11036216262656.0,{'lr': 0.01},522.3370547294617,True
1,0.03031015396118164,2.6301052570343018,0.0,4038.5136111988577,-44745754624.0,0.0,5272.516658222235,-533373353984.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
51,3.775841474533081,46.399786710739136,0.0,4007.5541021504,-527834087424.0,0.0,5073.054990206251,-2393965854720.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
101,7.345770597457886,90.29857301712036,0.0,3975.6271643069495,-912099115008.0,0.0,5001.400400415283,-3341200916480.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
151,11.535869598388672,135.10747289657593,0.0,3943.209858922761,-1419010637824.0,0.0,5007.646034193329,-3130217725952.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
201,15.484564542770386,179.24476051330566,0.0,3899.6846316146257,-1825675345920.0,0.0,4993.271282140965,-3259900887040.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
251,19.555569887161255,223.03464818000793,0.0,3846.253375634547,-2359814520832.0,0.0,4950.131152953027,-3833753763840.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
301,23.942342281341553,268.62227416038513,0.0,3784.046882330568,-2871569022976.0,0.0,4847.160927415915,-4863988072448.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
351,28.36452555656433,314.02926087379456,0.0,3706.7037807147676,-3691558993920.0,0.0,4639.028328437409,-6879911608320.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
401,32.92376375198364,359.8608613014221,0.0,3697.4712784141634,-4144836247552.0,0.0,4394.86630970392,-9441358381056.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
451,37.4909451007843,405.23993396759033,0.0,3677.2415069372482,-4485720834048.0,0.0,4241.120718558244,-11267999793152.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
501,41.95638298988342,450.33661699295044,0.0,3623.6050467884006,-5594646839296.0,0.0,4248.871291330994,-11521725825024.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
551,46.19092845916748,494.81742429733276,0.0,3560.366503810109,-6268658909184.0,0.0,4230.380650735563,-12005635260416.0,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",521.5415179729462,True
