validation_loss,test_loss,validation_regret_full,test_regret_full,subepoch,time,training_relaxation,validation_relaxation,hyperparams,total_time
4188.83203125,5169.05322265625,16065.6874594595,12381.7436560062,50,78.2431528568268,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4355.900390625,5145.63720703125,16065.6874594595,11703.2282596212,100,89.2493124008179,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4481.87939453125,5138.77001953125,16065.6874594595,10797.0889173509,150,99.8096935749054,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4618.65087890625,5175.94384765625,16893.8661605171,10714.1685514073,200,110.739534378052,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4733.8984375,5211.2080078125,16065.6874594595,9723.06528253551,250,121.146478176117,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4848.55517578125,5248.7578125,16065.6874594595,10714.1685514073,300,131.967544555664,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4897.0693359375,5265.6640625,16065.6874594595,10714.1685514073,350,142.825572967529,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
4982.8125,5298.7001953125,16065.6874594595,10714.1685514073,400,153.735391616821,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5034.4384765625,5321.7939453125,16065.6874594595,10714.1685514073,450,164.500373363495,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5082.16162109375,5347.77783203125,16065.6874594595,10714.1685514073,500,175.636315584183,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5124.4619140625,5367.408203125,16065.6874594595,10714.1685514073,550,186.521605730057,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5166.8193359375,5391.0390625,16065.6874594595,10714.1685514073,602,197.72926902771,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5214.4130859375,5416.72021484375,16065.6874594595,10714.1685514073,652,208.673449516296,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5266.47607421875,5444.6796875,16065.6874594595,10714.1685514073,702,219.527792930603,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5305.93212890625,5464.6943359375,16065.6874594595,10714.1685514073,752,230.59749007225,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5347.294921875,5490.57763671875,16065.6874594595,10714.1685514073,802,241.354952335358,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5381.7138671875,5516.35986328125,13793.4297748566,9703.65501968469,852,252.506121397018,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5400.8896484375,5532.021484375,12150.9286457732,9496.95053777692,902,263.359354972839,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5437.81884765625,5554.48388671875,12150.9286457732,9496.95053777692,952,274.120614528656,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5497.7734375,5591.4697265625,12108.5999935441,9496.95053777692,1002,285.141341209412,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5522.86279296875,5605.89111328125,12108.5999935441,9496.95053777692,1052,295.95956492424,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5537.42529296875,5613.33984375,12108.5999935441,9496.95053777692,1102,306.705473423004,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5568.72021484375,5634.76318359375,12108.5999935441,9703.65501968469,1154,318.173088550568,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5586.00634765625,5647.56591796875,12108.5999935441,9703.65501968469,1204,329.325808525085,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5639.0634765625,5677.9453125,12108.5999935441,9496.95053777692,1254,340.798164129257,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5642.583984375,5683.59033203125,11507.7712433533,9703.65501968469,1304,351.676194667816,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5665.826171875,5697.2255859375,11507.7712433533,9703.65501968469,1354,362.584715843201,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5696.951171875,5717.3828125,11507.7712433533,9703.65501968469,1404,373.30596113205,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5718.3349609375,5731.048828125,11598.1781749725,9703.65501968469,1454,384.381657600403,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5720.087890625,5735.61865234375,10303.970382929,9703.65501968469,1504,395.940624713898,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5741.8671875,5746.830078125,11101.4703762149,9703.65501968469,1554,406.904089689255,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5757.57373046875,5755.82861328125,11101.4703762149,9703.65501968469,1604,417.715427398682,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5798.40234375,5785.35986328125,10303.970382929,9723.06528253551,1654,428.521898984909,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5832.25830078125,5810.37353515625,10303.970382929,9703.65501968469,1706,439.605988264084,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5843.59423828125,5816.24658203125,10303.970382929,9703.65501968469,1756,450.839936971665,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5864.990234375,5833.087890625,10303.970382929,9703.65501968469,1806,461.971648216248,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5850.90576171875,5822.56982421875,10303.970382929,9703.65501968469,1856,472.902599334717,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5866.712890625,5830.2099609375,10303.970382929,9723.06528253551,1906,483.690716505051,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5874.62158203125,5835.19189453125,10303.970382929,9703.65501968469,1956,495.081661224365,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5891.11083984375,5845.53369140625,10303.970382929,9703.65501968469,2006,505.704030752182,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5904.2138671875,5857.56103515625,10303.970382929,9703.65501968469,2056,516.398427724838,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5931.89111328125,5878.8037109375,10303.970382929,9496.95053777692,2106,527.782636165619,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5948.990234375,5886.06982421875,10303.970382929,9703.65501968469,2156,538.802910089493,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
5991.2099609375,5913.65087890625,10303.970382929,9496.95053777692,2206,550.106898069382,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6007.18994140625,5924.0595703125,10303.970382929,9496.95053777692,2258,561.705806493759,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6034.6845703125,5942.74072265625,10303.970382929,9703.65501968469,2308,573.312936544418,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6043.265625,5948.24169921875,10303.970382929,9496.95053777692,2358,584.676726579666,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6043.84228515625,5947.19873046875,10303.970382929,9703.65501968469,2408,595.184246778488,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6065.17138671875,5963.26708984375,10303.970382929,9496.95053777692,2458,605.881278753281,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6054.173828125,5955.45751953125,10303.970382929,9703.65501968469,2508,616.890983581543,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6070.4638671875,5968.5224609375,10303.970382929,9496.95053777692,2558,627.475673675537,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6088.13818359375,5976.720703125,10303.970382929,9496.95053777692,2608,638.359016418457,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6116.8955078125,5995.4248046875,10303.970382929,9496.95053777692,2658,649.200665950775,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6131.27734375,6005.9599609375,10303.970382929,9316.4351791956,2708,660.927731752396,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6134.70166015625,6008.28271484375,10303.970382929,9316.4351791956,2758,672.143624782562,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6121.99365234375,5999.783203125,10303.970382929,9316.4351791956,2810,683.33408498764,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6152.3916015625,6021.5947265625,10397.4868949126,9316.4351791956,2860,694.0053627491,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6152.54541015625,6021.609375,10397.4868949126,9316.4351791956,2910,705.52343249321,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6170.7109375,6032.77197265625,10397.4868949126,9316.4351791956,2960,716.931256294251,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6173.7890625,6034.40625,10397.4868949126,9316.4351791956,3010,728.092083454132,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6179.392578125,6040.61572265625,10397.4868949126,9316.4351791956,3060,739.238270998001,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6204.3857421875,6055.84716796875,10397.4868949126,9316.4351791956,3110,750.900889396667,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6213.02978515625,6061.10595703125,10397.4868949126,9316.4351791956,3160,761.943007230759,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6221.22412109375,6066.80615234375,10397.4868949126,9316.4351791956,3210,773.749730825424,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6242.43798828125,6080.189453125,10397.4868949126,9316.4351791956,3260,784.875462770462,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6250.5908203125,6081.3076171875,10397.4868949126,9316.4351791956,3310,795.400980234146,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6270.0634765625,6095.6962890625,10397.4868949126,9316.4351791956,3362,807.172456502915,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6279.38037109375,6101.87158203125,10397.4868949126,9316.4351791956,3412,818.345026254654,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6283.21240234375,6105.15283203125,10397.4868949126,9316.4351791956,3462,829.555007457733,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6293.98388671875,6114.736328125,10397.4868949126,9316.4351791956,3512,840.581627130509,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6301.2998046875,6119.52294921875,10397.4868949126,9316.4351791956,3562,851.873051643372,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6301.2958984375,6117.50732421875,10397.4868949126,9316.4351791956,3612,862.213382005691,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6299.541015625,6115.97314453125,10397.4868949126,9316.4351791956,3662,873.44778752327,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6314.34423828125,6124.88134765625,10397.4868949126,9316.4351791956,3712,884.825964212418,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
6322.2255859375,6130.68701171875,10397.4868949126,9316.4351791956,3762,896.222960233688,FALSE,FALSE,{'lr': 1e-05},6869.42673325539
