train_loss,train_regret_full,train_accuracy,validation_loss,validation_regret_full,validation_accuracy,test_loss,test_regret_full,test_accuracy,subepoch,time,validation_relaxation,hyperparams,capacity,total_time
3731.693603515625,7.849998474121094,0.9205917874396136,2741.593994140625,21.91499900817871,,3690.177001953125,7.680000305175781,0.9044256120527306,1,0.020692110061645508,True,{'lr': 0.1},5,652.7502870559692
2624.307861328125,8.305000305175781,0.9208182367149759,1917.060302734375,20.964996337890625,,2650.207275390625,7.680000305175781,0.905367231638418,2,0.03144025802612305,True,{'lr': 0.1},5,652.7502870559692
1935.5538330078125,8.075000762939453,0.9213466183574879,1377.9029541015625,19.50999641418457,,1982.0860595703125,7.5500030517578125,0.9058380414312618,3,0.042021989822387695,True,{'lr': 0.1},5,652.7502870559692
1503.8460693359375,7.849998474121094,0.9214975845410628,1023.4660034179688,19.50999641418457,,1550.5723876953125,7.5500030517578125,0.9058380414312618,4,0.048917531967163086,True,{'lr': 0.1},5,652.7502870559692
1231.690185546875,8.314996719360352,0.921875,789.6083374023438,19.50999641418457,,1270.6507568359375,7.5500030517578125,0.9058380414312618,5,0.06561541557312012,True,{'lr': 0.1},5,652.7502870559692
1059.366943359375,8.39999771118164,0.9217240338164251,634.8685913085938,18.240001678466797,,1088.34033203125,7.170001983642578,0.9058380414312618,6,0.07238078117370605,True,{'lr': 0.1},5,652.7502870559692
949.8837890625,8.39999771118164,0.9216485507246377,532.2139282226562,18.240001678466797,,969.1366577148438,7.5500030517578125,0.90560263653484,7,0.0869438648223877,True,{'lr': 0.1},5,652.7502870559692
880.1343383789062,8.305000305175781,0.9219504830917874,463.9280700683594,18.240001678466797,,890.88037109375,7.5500030517578125,0.90560263653484,8,0.0938718318939209,True,{'lr': 0.1},5,652.7502870559692
835.5955810546875,8.305000305175781,0.9221769323671497,418.3653259277344,18.240001678466797,,839.287353515625,7.5500030517578125,0.90560263653484,9,0.10924792289733887,True,{'lr': 0.1},5,652.7502870559692
807.0968017578125,8.270000457763672,0.9222524154589372,387.8555603027344,19.59999656677246,,805.1207275390625,7.5500030517578125,0.905367231638418,10,0.1159353256225586,True,{'lr': 0.1},5,652.7502870559692
