subepoch,validation_regret,validation_mse,validation_loss,test_regret,test_mse,test_loss,time,hyperparams,total_time,validation_relax
1003,21783.282525,3953.55833444138,-2161051107328,33175.1009500002,5126.73808435761,-4635291549696,113.240038633347,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1053,21783.282525,3945.75963937918,-2417502191616,31969.5386,5128.06971385102,-4798438440960,119.257922410965,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1103,21783.282525,3936.85749615349,-2627264839680,31969.5386,5125.0134548757,-5031553662976,124.719228506088,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1105,21783.282525,3936.42306833142,-2637856374784,31969.5386,5124.71801298415,-5036753027072,128.03256893158,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1155,21783.2825250001,3933.32434359807,-2775171072000,31969.5386,5104.43788262269,-5342231003136,133.721544265747,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1205,21783.282525,3929.98360769069,-2903989026816,31969.5386,5099.51576918489,-5478691110912,139.868287086487,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1255,21783.2825250001,3926.22231183744,-2984236417024,33175.1009500002,5103.12574174301,-5585140973568,146.023916959763,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1305,21783.282525,3921.54130888076,-3067242872832,33175.1009500002,5102.82547000369,-5648181886976,151.616323709488,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1355,21783.282525,3916.37311517224,-3158506995712,33175.1009500002,5098.42210356013,-5721863749632,157.670130491257,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1405,21783.2825250001,3910.50470679964,-3188005273600,31969.5386,5088.23134326073,-5905836408832,163.227062702179,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1455,21783.282525,3902.56283321395,-3338423631872,31969.5386,5067.42258846854,-6273221787648,169.756860733032,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1505,21783.282525,3900.77648895298,-3396163207168,31780.5400499999,5044.56705232265,-6702702264320,175.647614717484,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1555,19528.505225,3897.70369507994,-3513253756928,31780.5400499999,5029.94816467833,-7035268104192,180.966190576553,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1605,19528.505225,3890.30572636622,-3733745565696,31780.5400499999,5031.72722726779,-7158313779200,187.007713317871,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1655,21783.282525,3881.77159279841,-4027578449920,31969.5386,5029.08736888794,-7329748615168,193.189083576202,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1657,21783.282525,3881.34850429187,-4043571724288,31969.5386,5028.8049997425,-7339047911424,197.077470064163,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1707,21783.282525,3878.49130965346,-4170935697408,31969.5386,5009.23705926756,-7723900469248,203.587435245514,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1757,21783.282525,3875.38872144247,-4316168454144,33175.1009500002,5004.68767671472,-7880288239616,210.042373418808,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1807,21783.2825250001,3871.77991750203,-4380677636096,31780.5400499999,5008.5186113907,-7920160342016,215.943357944489,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1857,21783.2825250001,3867.18243074873,-4398041399296,31780.5400499999,5008.4097781312,-7936874119168,221.484681129456,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1907,19528.505225,3862.02080020165,-4479791398912,30660.10975,5004.08277305271,-7951528493056,226.918083429337,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1957,19528.505225,3856.22908363662,-4584744157184,29686.99405,4994.02879453748,-8153990168576,233.066047668457,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2007,19528.505225,3848.53184955604,-4747850416128,29686.99405,4973.86049536067,-8629950349312,238.980754375458,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2057,19528.505225,3846.89015633354,-4818804146176,29686.99405,4951.7893790245,-9053697736704,245.350800514221,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2107,19528.505225,3843.97722346898,-4926834212864,29686.99405,4937.72612736324,-9405494984704,251.351100444794,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2157,19528.505225,3836.84774924688,-5167809560576,29686.99405,4939.77006268984,-9499435859968,257.032680749893,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2207,19528.505225,3828.60584174227,-5413748867072,29686.99405,4937.41733387567,-9687212752896,263.191762685776,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2209,19528.505225,3828.19127852737,-5423495905280,29686.99405,4937.14306154175,-9693918396416,266.780715227127,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2259,19528.505225,3825.50785068057,-5492608598016,29686.99405,4918.09852175837,-10052103569408,273.16576051712,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2309,19528.505225,3822.57691459028,-5599406587904,29686.99405,4913.66296817071,-10207588515840,279.681047439575,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2359,19528.505225,3819.08671954621,-5718755246080,29686.99405,4917.59851771519,-10245617221632,286.318403720856,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2409,19528.505225,3814.5660143673,-5820384804864,29686.99405,4917.6151092122,-10305945993216,291.945236206055,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2459,19528.505225,3809.46109918901,-5923344482304,30660.10975,4913.36252530052,-10409777037312,298.097033500671,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2509,19528.505225,3803.76219589981,-5999238578176,30660.10975,4903.47714951907,-10516132003840,303.895449876785,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2559,19528.505225,3796.25724011296,-6141568614400,30660.10975,4883.75318784696,-10847995822080,309.598979234695,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2609,19528.505225,3794.73169141719,-6127104557056,30660.10975,4862.15624852738,-11366486245376,315.468863487244,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2659,19528.505225,3791.9654364176,-6240839139328,30660.10975,4848.52957246873,-11713136033792,322.038736581802,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2709,19528.505225,3785.09325148517,-6539917393920,30660.10975,4850.76442620436,-11801160843264,328.21915769577,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2759,19528.505225,3777.12554522812,-6836360577024,30660.10975,4848.63845886231,-11991275012096,334.252885341644,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2761,19528.505225,3776.71955163174,-6851662446592,30660.10975,4848.37202968302,-11997922983936,337.908712863922,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2811,19528.505225,3774.18558336016,-6925562937344,30660.10975,4829.75031926287,-12391973650432,344.377239704132,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2861,19528.505225,3771.40367998025,-7030106750976,30660.10975,4825.53640692775,-12530817695744,351.074737548828,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2911,19528.505225,3768.02295754498,-7149948239872,30660.10975,4829.52593752167,-12543881904128,356.420302629471,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
2961,19528.505225,3763.54581512507,-7218345279488,30660.10975,4829.64370076951,-12602999570432,362.880981206894,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3011,19528.505225,3758.47776263465,-7215912058880,30660.10975,4825.44003328646,-12707436691456,368.915004491806,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3061,19528.505225,3752.85801522862,-7235936452608,30660.10975,4815.70758957009,-12879376941056,375.310217380524,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3111,19528.505225,3745.54855073463,-7397061951488,30660.10975,4796.42657663992,-13259485741056,380.874121665955,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3161,19528.505225,3744.1284125257,-7460466982912,29543.52215,4775.3003539812,-13794997698560,387.299731254578,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3211,19528.505225,3741.49296689652,-7574657171456,29543.52215,4762.02726223914,-14160276488192,393.751357078552,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3261,19528.505225,3734.84126973926,-7789616562176,29543.52215,4764.42183728805,-14173512663040,399.674490213394,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3311,19528.505225,3727.07047316113,-8064562102272,30660.10975,4762.49293983066,-14274178056192,405.712236166,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3313,19528.505225,3726.66855843889,-8079780872192,30660.10975,4762.2306969894,-14280816590848,408.975331068039,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3363,19528.505225,3724.25498733014,-8212223098880,30660.10975,4744.00134845521,-14752552058880,415.241833686829,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3413,19528.505225,3721.59325739258,-8374820536320,30660.10975,4739.94694588496,-14891227283456,420.818128347397,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3463,19528.505225,3718.30731241663,-8428231327744,30660.10975,4744.00062232852,-14822546604032,427.147455215454,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3513,19528.505225,3713.90831911965,-8442783727616,30660.10975,4744.16869679503,-14880776126464,432.836730957031,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3563,19528.505225,3708.89596478972,-8465068589056,29543.52215,4740.02205415876,-15028533067776,439.246029853821,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3613,19528.505225,3703.3564215181,-8565592686592,29543.52215,4730.43336812487,-15267125002240,445.488684654236,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3663,19528.505225,3696.2282386517,-8728185143296,29543.52215,4711.57822078726,-15679363219456,451.758765459061,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3713,19528.5052250002,3694.90399583093,-8790636756992,29543.52215,4690.8963299391,-16112356950016,458.161195278168,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3763,19528.505225,3692.38793055786,-8904460206080,29543.52215,4677.92880837866,-16500876378112,464.12876033783,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3813,19528.505225,3685.91501179941,-9123878404096,29543.52215,4680.4701331274,-16557981827072,470.412412166596,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3863,19528.505225,3678.32602953432,-9382521208832,29543.52215,4678.73579380265,-16637163995136,476.838701486588,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3865,19528.505225,3677.93048595274,-9393519722496,29543.52215,4678.47888948991,-16640067502080,480.791167020798,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3915,19528.505225,3675.63970800712,-9453941817344,29543.52215,4660.56666690871,-17097151217664,486.981893539429,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
3965,19528.505225,3673.09373865283,-9591544872960,29543.52215,4656.63470940707,-17236571979776,493.418704509735,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4015,19528.505225,3669.9001081464,-9656899993600,29543.52215,4660.71601682295,-17207825268736,499.278260231018,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4065,19528.5052250001,3665.56636420791,-9743787098112,29543.52215,4660.93368209475,-17278703763456,505.263770580292,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4115,19528.505225,3660.5846198122,-9838426324992,29543.52215,4656.82669287733,-17282260533248,511.461503982544,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4165,19528.505225,3655.08242269028,-9941236580352,29543.52215,4647.30906007265,-17425674272768,517.768824577332,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4215,19528.505225,3648.08692940063,-10112149749760,29543.52215,4628.74981782336,-17821448798208,524.779034137726,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4265,19528.505225,3646.84756803422,-10183824113664,29543.52215,4608.38259493908,-18209927331840,530.829470396042,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4315,19528.505225,3644.45003708076,-10287797764096,29543.52215,4595.71756102816,-18574563344384,537.054217100144,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4365,19528.5052250001,3638.17765926193,-10513520001024,29543.52215,4598.38685681855,-18684871442432,543.647058725357,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4415,19528.505225,3630.78343902431,-10771518455808,29543.52215,4596.8283411244,-18871702519808,550.211260557175,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4417,19528.5052250001,3630.3939314419,-10782501240832,29543.52215,4596.57709398103,-18885294161920,554.033111810684,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4467,19528.505225,3628.21559959478,-10842463010816,29543.52215,4579.0184923803,-19432174780416,560.135818243027,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4517,19528.505225,3625.77674591514,-10941175431168,29543.52215,4575.24057246532,-19571507462144,566.946155548096,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4567,19528.505225,3622.6617773813,-11045244502016,29543.52215,4579.35257734347,-19489573830656,573.514358043671,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4617,19528.505225,3618.38933866098,-11131099283456,29543.52215,4579.61228167442,-19430274760704,579.863187074661,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4667,19528.505225,3613.44951576806,-11225302827008,29543.52215,4575.55212258948,-19500722290688,586.046035528183,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4717,19528.505225,3608.00126255062,-11327746605056,29543.52215,4566.13762590339,-19678443339776,592.920146226883,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4767,19528.505225,3601.13295196968,-11497689841664,29543.52215,4547.86927189507,-20022313353216,599.009239435196,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4817,19528.505225,3599.97633912753,-11575845978112,29543.52215,4527.84504902516,-20432340123648,606.053890228271,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4867,19528.505225,3597.68855038589,-11679621971968,29543.52215,4515.44926422418,-20743481982976,612.828806161881,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4917,19528.505225,3591.60719686057,-11897132285952,29543.52215,4518.24007575895,-20861375479808,619.151390314102,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4967,19528.505225,3584.3905061706,-12155012775936,29543.52215,4516.85106317698,-21044991623168,626.217247724533,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
4969,19528.505225,3584.00591270441,-12166002900992,29543.52215,4516.60492584304,-21051650080768,630.048397541046,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5019,19528.505225,3581.92951546746,-12225790083072,29543.52215,4499.35839623803,-21526720020480,636.169179916382,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5069,19528.505225,3579.58848311528,-12324497784832,29543.52215,4495.69263180145,-21775937175552,642.844074487686,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5119,19528.505225,3576.5486886762,-12428293177344,29543.52215,4499.82891417885,-21623350493184,648.939233779907,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5169,19528.505225,3572.33414228046,-12513826045952,29543.52215,4500.11628299012,-21644076646400,655.258718967438,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5219,19528.505225,3567.42898521289,-12608167477248,29543.52215,4496.09327442206,-21747273302016,661.596141576767,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5269,19528.505225,3562.01600371588,-12713456566272,29543.52215,4486.76032258213,-21924929339392,667.598310947418,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5319,19528.5052250001,3555.26384151686,-12883416580096,29543.52215,4468.76534489791,-22267656404992,673.935693025589,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5369,19528.505225,3554.18468527845,-12964585799680,29543.52215,4449.0694332234,-22676521353216,680.323911428452,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5419,19528.505225,3552.0002631268,-13068149981184,29543.52215,4436.94039390337,-22987048747008,686.473493099213,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5469,19528.505225,3546.10576671301,-13278013554688,29543.52215,4439.85006802408,-23104371818496,692.939707040787,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5519,19528.505225,3539.07062870911,-13535825887232,29543.52215,4438.63677624415,-23287509811200,699.029989004135,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5521,19528.5052250002,3538.69301291193,-13546785603584,29543.52215,4438.39720091573,-23294149394432,703.230547428131,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5571,19528.505225,3536.72502021584,-13605818859520,29543.52215,4421.47492708787,-23641945276416,709.426791191101,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5621,19528.505225,3534.48209022714,-13704572698624,29543.52215,4417.91992452952,-23823736897536,716.244569778442,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5671,19528.505225,3531.51573255984,-13808302555136,29543.52215,4422.07972449087,-23828952514560,723.017328739166,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5721,19528.505225,3527.34206825998,-13894300991488,29543.52215,4422.40540573486,-23884996804608,729.424144983292,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5771,19528.5052250002,3522.47466873394,-13988542808064,29543.52215,4418.42466487588,-23987956482048,736.207303762436,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5821,19528.5052250002,3517.10750638822,-14100477247488,29543.52215,4409.18917229161,-24165306335232,742.565494775772,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5871,19528.505225,3510.46481391132,-14269822271488,29543.52215,4391.45789819409,-24507075002368,749.530201196671,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5921,19528.505225,3509.46039676513,-14350860419072,29543.52215,4372.08516499346,-24914916540416,756.360949993134,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
5971,19528.505225,3507.39027948597,-14454182903808,29543.52215,4360.21072600731,-25225028698112,762.612971067429,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6021,19528.505225,3501.67632394413,-14656281247744,29543.52215,4363.23738783042,-25341909270528,769.494276762009,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6071,19528.505225,3494.82129596733,-14913648984064,29543.52215,4362.18581748542,-25524699136000,775.28844165802,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6073,19528.505225,3494.4499066339,-14924596641792,29543.52215,4361.95236354232,-25531334524928,779.412551879883,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6123,19528.505225,3492.58375341185,-14983523467264,29543.52215,4345.3376535195,-25878260088832,785.979721069336,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6173,19528.505225,3490.43757555284,-15082107961344,29543.52215,4341.91248719646,-26031056486400,792.093952894211,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6223,19528.505225,3487.54371884922,-15185884479488,29543.52215,4346.09209917756,-26065137303552,798.451327085495,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6273,19528.505225,3483.41787631134,-15271608188928,29543.52215,4346.44450845811,-26120908963840,804.749366044998,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6323,19528.505225,3478.58295369233,-15365877792768,29543.52215,4342.50488414361,-26223631663104,811.418664932251,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6373,19528.505225,3473.24979640741,-15485468934144,29543.52215,4333.35655930035,-26400931184640,817.785042047501,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6423,19528.5052250001,3466.742629353,-15653604425728,29543.52215,4315.92004538004,-26741441560576,824.240331172943,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6473,19528.505225,3465.81188312653,-15734358409216,28837.08005,4296.87653756949,-27148091916288,830.529011011124,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6523,19528.505225,3463.8490632862,-15837775265792,28837.08005,4285.26038965349,-27457956610048,837.369112491608,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6573,19528.505225,3458.30384540819,-16031529041920,29543.52215,4288.40536950802,-27574585524224,843.301574230194,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
6623,19528.505225,3451.6164045296,-16288605274112,29543.52215,4287.51223718361,-27757285212160,849.144181251526,{'optimizer': <class 'torch.optim.adam.Adam'>},16295.218906641,TRUE
1,280268.9961,4023.55459791919,-132442943488,450288.19605,5335.74608070058,6920315904,1.32258200645447,{'lr': 0.0001},14810.8128187656,TRUE
51,280268.9961,4023.20820799496,-135087390720,450288.19605,5333.99239421017,-1149232000,3.54470252990723,{'lr': 0.0001},14810.8128187656,TRUE
101,280268.9961,4022.70189998925,-137509556224,450288.19605,5333.48820322449,-2198306048,7.06104874610901,{'lr': 0.0001},14810.8128187656,TRUE
151,280268.9961,4022.16728023008,-144127557632,450288.19605,5333.88452620673,-2998522368,11.1965625286102,{'lr': 0.0001},14810.8128187656,TRUE
201,280268.9961,4021.44634583585,-153012355072,450288.19605,5334.06989213686,-3607870464,15.1468575000763,{'lr': 0.0001},14810.8128187656,TRUE
251,280268.9961,4020.79540518292,-161885921280,450288.19605,5333.9068766017,-5780828672,18.8946990966797,{'lr': 0.0001},14810.8128187656,TRUE
301,280268.9961,4020.13614796267,-166636675072,450288.19605,5333.19734399947,-15186140160,22.9048011302948,{'lr': 0.0001},14810.8128187656,TRUE
351,280268.9961,4019.46489744334,-172272558080,450288.19605,5331.70981150976,-22502471680,27.0104405879974,{'lr': 0.0001},14810.8128187656,TRUE
401,279773.97135,4019.27496413807,-170314186752,450288.19605,5329.80697296686,-38366896128,30.9000754356384,{'lr': 0.0001},14810.8128187656,TRUE
451,279773.97135,4018.87084977196,-173041934336,450288.19605,5328.53394578331,-47934640128,34.7583708763123,{'lr': 0.0001},14810.8128187656,TRUE
501,279773.97135,4018.27450034094,-180817862656,450288.19605,5328.88948564812,-45541892096,38.6189422607422,{'lr': 0.0001},14810.8128187656,TRUE
