subepoch,validation_regret,validation_mse,validation_loss,test_regret,test_mse,test_loss,time,hyperparams,total time,validation_relax
4667,32270.4918002379,2301.28354208662,-42769515020288,20734.33955,2526.65226367213,-76362270375936,426.683511734009,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4717,32270.4918002378,2266.59519927961,-43131795931136,20734.33955,2490.00613641355,-76680534163456,430.54944896698,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4767,32270.4918002379,2251.74165283393,-43598127038464,20446.6991,2461.68623599629,-78030949056512,434.660843133926,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4817,32270.4918002379,2282.90556497795,-44055188733952,20446.6991,2461.37803655107,-79573588901888,439.366784095764,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4867,32270.4918002379,2329.37103673178,-44540788473856,20446.6991,2507.61767718472,-81091876618240,444.030917644501,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4917,32270.4918002378,2372.89550752179,-45186335899648,20734.33955,2604.69958713181,-81905756143616,448.735398054123,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4967,32270.4918002379,2411.43166163788,-45834527834112,20734.3395487915,2695.42178445947,-82792062910464,452.930537223816,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
4969,32270.4918002379,2411.30465034879,-45851359576064,20734.33955,2696.65828496066,-82835331350528,455.215953826904,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5019,32270.4918002379,2450.49608974533,-46150822395904,20734.33955,2720.95288353322,-84571118895104,460.057637453079,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5069,32270.4918002379,2495.3465027551,-46505748594688,20738.1512499999,2784.82165593245,-85547494146048,464.806400537491,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5119,32270.4918002379,2512.31729738831,-47004499574784,20734.33955,2836.66938053547,-85537494925312,469.385838985443,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5169,32270.4918002379,2497.4354521195,-47418412367872,20734.33955,2846.53957131745,-85405793779712,473.491858720779,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5219,32270.4918002379,2466.97145188681,-47808744783872,20734.33955,2827.67112029327,-85402916487168,477.609600067139,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5269,32270.4918002379,2434.58396276082,-48170438492160,20734.33955,2797.53217822569,-85721566150656,481.651919126511,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5319,32270.4918002379,2426.59502102217,-48636471803904,20734.339660229,2788.00229631593,-87071427395584,485.998030424118,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5369,32270.4918002379,2463.00612556028,-49093325881344,20446.6991,2812.34881942055,-88613412929536,490.796910524368,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5419,32270.4918002379,2518.61062441053,-49579112267776,20734.33955,2879.91152695834,-90129829986304,495.592552900314,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5469,32270.4918002379,2575.39284875148,-50224561127424,20734.33955,2986.03857170423,-90944078610432,500.464028835297,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5519,32270.4918002379,2627.25268877608,-50872711118848,20734.33955,3089.48370996471,-91830192439296,504.863353252411,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5521,32270.4918002379,2627.58602793968,-50889542860800,20734.33955,3091.16338022425,-91873418936320,507.185448646545,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5571,32270.4918002379,2674.3200107729,-51188965834752,20734.33955,3139.02613793548,-93609038708736,512.078889846802,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5621,32270.4918002379,2727.89927091088,-51544066097152,20734.33955,3215.42169619249,-94585514622976,516.863963842392,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5671,32270.4918002379,2750.85493457084,-52042888380416,20734.3391924808,3268.34819045148,-94575548956672,521.503653287888,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5721,32270.4918002379,2739.49065049265,-52456826339328,20734.33955,3278.64912695979,-94443243831296,525.722215414047,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5771,32270.4918002379,2711.16476123292,-52847039217664,20734.33955,3261.74884998496,-94440249098240,529.963332891464,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5821,32270.4918002379,2681.03883695805,-53208682594304,20734.33955,3238.08438560846,-94760618426368,534.143265485764,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5871,32270.4918002379,2679.90214678661,-53674594271232,20734.33955,3247.31677448907,-96110345453568,538.546524763107,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5921,32270.4918002379,2721.55920835605,-54131234439168,20446.6991,3296.30538046797,-97651852836864,543.443570613861,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
5971,32270.4918002379,2786.44065558805,-54617488490496,20734.33955,3385.33052628203,-99169578516480,548.330063581467,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6021,32270.4918002379,2856.45607616016,-55262754897920,20734.33955,3500.45654613211,-99983835529216,553.236232995987,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6071,32270.4918002379,2921.64095487815,-55910804226048,20734.33955,3616.61803620002,-100869706088448,557.782466650009,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6073,32270.4918002379,2922.43457047951,-55927625482240,20734.33955,3618.74039287993,-100912932585472,560.189923763275,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6123,32270.4918002379,2976.71306443001,-56226975055872,20734.33955,3690.17212628246,-102648191647744,565.099254846573,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6173,32270.4918002379,3039.00270652624,-56582136135680,20734.3372835824,3779.0654256355,-103624483012608,570.02988409996,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6223,32270.4918002379,3067.93042703672,-57080903892992,20734.33955,3833.0462091469,-103614567677952,574.821833133698,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6273,32270.4918002378,3059.92473071783,-57495349362688,20734.33955,3843.60769484122,-103478277963776,579.248498439789,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6323,32270.4918002379,3033.73980342954,-57885566435328,20734.33955,3828.67564506131,-103475224510464,583.66595697403,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6373,32270.4918002378,3005.92483942274,-58247071399936,20734.33955,3811.5172307369,-103795635781632,587.945772171021,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6423,32270.4918002379,3011.64820594609,-58712282628096,20734.33955,3839.50509652885,-105144960155648,592.487107276917,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6473,32270.4918002379,3058.56308630176,-59168803258368,20734.33955,3913.12694606138,-106686140383232,597.477017641068,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6523,32270.4918002379,3132.64661463777,-59655480934400,20734.33955,4023.50773511371,-108203312414720,602.494506597519,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6573,32270.4918002379,3215.992623822,-60301177257984,20734.33955,4147.77409746383,-109018768998400,607.582415342331,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
6623,32270.4918002379,3294.49763484102,-60949266432000,20734.33955,4276.66051810557,-109904899604480,612.230771780014,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.01}",26061.6062765121,TRUE
1,406474.513015999,4050.84172286247,143943385088,560515.4334,5352.24934362299,256095764480,1.53589153289795,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
51,406474.513015999,4050.50504109587,142752768000,560515.4334,5350.25438830331,244743225344,4.30097937583923,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
101,405149.334865999,4050.0088662752,141535043584,557271.93465,5349.66763045902,239902752768,7.03560042381287,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
151,406474.513015999,4049.5283601546,138802364416,557271.93465,5349.92086018433,240746496000,9.72858691215515,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
201,406474.513015999,4048.95264430471,136118161408,561115.55935,5349.93043625466,242059018240,12.4430174827576,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
251,407545.002015999,4048.32728081119,133391749120,561115.55935,5349.63610988427,241444683776,15.208594083786,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
301,407545.002015999,4047.64151617117,130714050560,561115.55935,5348.7459012411,239461793792,17.9761791229248,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
351,407545.002015999,4046.85486693435,127874744320,561115.55935,5346.85841410774,231578566656,20.7052278518677,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
401,409472.317931056,4046.68471872472,125929091072,561249.473906363,5344.5110712782,217893109760,23.488997220993,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
451,408695.803215999,4046.32846180195,124177448960,561115.55935,5343.01340230499,207884484608,26.233494758606,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
501,407545.002015999,4045.6304430376,121291034624,561115.55935,5343.22824940667,206569357312,28.9361379146576,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
551,407545.002015999,4044.89467725723,118265122816,561115.55935,5343.06222945725,199735001088,31.646627664566,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
553,407545.002015999,4044.85595598785,118172745728,561115.55935,5343.04113652515,199571603456,33.1916704177856,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
603,406474.513015999,4044.50830009995,117411000320,553581.6547,5341.1488515128,193223131136,35.9681353569031,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
653,406474.493518289,4044.07877256026,116367273984,553563.8719,5340.65283724098,189514661888,38.6863112449646,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
703,406474.493518289,4043.62021703368,113844727808,553563.8719,5341.10602979471,190327144448,41.3571436405182,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
753,407545.002015999,4043.05440418057,110459748352,553563.8719,5341.19399316787,189876420608,44.0278337001801,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
803,408695.803215999,4042.4530419671,105620058112,553633.2049,5340.91283916695,187661254656,46.7974400520325,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
853,409228.676411972,4041.80061368145,103302205440,561115.55935,5340.08098780189,185907150848,49.5185685157776,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
903,409228.676411972,4041.02982697476,100769566720,561115.55935,5338.33808771397,181639872512,52.1916882991791,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
953,409228.676411972,4040.85873562926,98890330112,561115.55935,5336.15962676367,175135145984,54.9386806488037,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1003,409202.380772309,4040.50278358633,97046806528,561115.55935,5334.72466928742,169934061568,57.6921396255493,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1053,408457.27462186,4039.80999069207,94140227584,553563.8719,5334.98997935715,164933419008,60.4183461666107,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1103,407611.000771342,4039.07231887375,91127377920,553563.8719,5334.83772091454,160340639744,63.1428897380829,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1105,407611.000771342,4039.03343479537,91041243136,553563.8719,5334.81667559635,160160399360,64.6995444297791,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1155,407611.000771342,4038.68473200229,90009915392,553563.8719,5332.90922008013,148970520576,67.4388718605042,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1205,406460.199571342,4038.25846725964,86718840832,555749.03875,5332.41963538326,144662642688,70.1517841815948,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1255,407611.000771342,4037.80058139729,83885637632,555749.03875,5332.89742972266,146155307008,72.8298628330231,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1305,407611.000771342,4037.22585738497,82190311424,555749.03875,5332.9896332677,147982778368,75.5087742805481,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1355,407811.972754816,4036.62201071607,81176739840,553563.8719,5332.7068632169,148637581312,78.234712600708,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1405,407811.972754816,4035.97525273463,78888718336,553563.8719,5331.886960577,151891361792,80.9827792644501,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1455,407811.972754816,4035.20736821842,76382478336,553563.8719,5330.16874320764,146946981888,83.6567058563232,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1505,406450.195282999,4035.03526642522,74535604224,551915.08695,5328.02102310908,135192526848,86.3785669803619,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1555,406450.195282999,4034.67951264595,72714735616,553792.0367,5326.59783420032,123982225408,89.1302309036255,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1605,406450.195282999,4033.99068059777,68821551104,553792.0367,5326.87772601438,119952990208,91.8264544010162,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1655,401008.070061765,4033.24797884329,64535797760,556583.3571,5326.72698258136,114482978816,94.5322666168213,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1657,401008.070061765,4033.20880936473,64389582848,556583.3571,5326.7057653975,114356576256,96.0764045715332,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1707,401050.862507339,4032.85885401148,61768556544,556583.3571,5324.78961912994,104277590016,98.8026025295258,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1757,401039.793619616,4032.43271482279,58265724928,553320.57445,5324.29821435319,98827386880,101.501408100128,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1807,401050.862507339,4031.97532891646,55837652992,543604.96085,5324.7852218461,98372460544,104.18837761879,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1857,401008.070061765,4031.39988459646,53696116736,545332.53545,5324.88115336867,101187977216,106.88532948494,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1907,400698.95051812,4030.79637002094,52728186880,551594.0759,5324.59990747568,103743627264,109.602689266205,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
1957,400698.95051812,4030.15178239802,51753656320,551594.0759,5323.78586416776,102192840704,112.321485757828,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2007,400698.95051812,4029.38398326591,48979200000,552128.05445,5322.07584623551,97488805888,115.035155773163,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2057,402086.482973918,4029.21130873089,47201449984,551594.0759,5319.93528722237,88492531712,117.73029589653,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2107,401185.617744147,4028.85549303605,44713256960,551594.0759,5318.51515371282,75599822848,120.481757640839,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2157,399561.051603126,4028.16632925267,37596563456,540526.3861,5318.80565348782,72030445568,123.204218387604,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2207,398328.492920629,4027.40425839293,30219910144,537627.63615,5318.64377866309,67207278592,125.92653131485,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2209,398328.492920629,4027.36425586401,30189088768,537627.63615,5318.6213683755,67025268736,127.491395235062,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2259,395110.596282436,4027.0116307577,29973395456,536034.5911,5316.67175874063,58208940032,130.231170654297,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2309,396048.38903521,4026.58101687092,31229211648,536034.5911,5316.15159532629,56865370112,132.976329088211,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2359,395453.185387171,4026.12108787767,27294433280,530076.8892,5316.64232735685,56488734720,135.673846483231,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2409,394184.886837171,4025.54328613562,24587056128,530076.8892,5316.73698245813,54961152000,138.375630378723,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2459,390691.072485959,4024.9435438492,20268026880,530112.071,5316.45856990565,55301722112,141.088389873505,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2509,395110.596282436,4024.2972824304,16177009152,536034.5911,5315.64397506712,55509061632,143.831524133682,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2559,395110.596282436,4023.52806725836,13610340352,536034.5911,5313.93326243964,48968777728,146.553936481476,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2609,390691.072485959,4023.35399079755,11769272320,530076.8892,5311.78126516573,39456215040,149.279861927032,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2659,389504.176313704,4022.99992515854,8104716288,530076.8892,5310.3466942315,27958519808,151.996733427048,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2709,388261.144962955,4022.30784996641,7777939712,529898.11425,5310.64515799107,26694309888,154.680126428604,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2759,394406.761262955,4021.53911769817,5144079232,514418.98425,5310.47100926959,22217523200,157.404804944992,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2761,394406.761262955,4021.4987851602,5098330752,514418.98425,5310.44817214527,22147764224,158.956504583359,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2811,387274.328180003,4021.14872477698,5351400576,508897.6417,5308.4282268533,12808358912,161.688177108765,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2861,379521.965560878,4020.72410169027,3230691072,504320.4541,5307.8677940427,9886162944,164.403278589249,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2911,378999.453860878,4020.26204432991,291816144,498653.5658,5308.35653849028,8820859904,167.104929208756,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
2961,378999.453860878,4019.68221870346,-2161667072,498653.5658,5308.44285857604,8064842752,169.795877933502,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3011,378999.453860878,4019.08244521195,-4111926784,498653.5658,5308.15944148573,7922365952,172.517548561096,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3061,378999.453860878,4018.43529128718,-7667523328,498653.5658,5307.337969534,6960444416,175.229485273361,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3111,379290.171260878,4017.66156303234,-10748988928,501277.1098,5305.59158617763,1363783808,177.918074607849,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3161,370848.185653164,4017.48353675448,-12663037440,501277.1098,5303.41186164186,-7386576384,180.651235342026,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3211,370848.185653164,4017.13126364013,-13171457024,496514.572193583,5301.95809399154,-12682104832,183.395613908768,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3261,368255.147322124,4016.43497355314,-17882158080,488538.959393583,5302.2404008301,-13963444224,186.11612033844,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3311,354307.592297425,4015.65152487205,-21375218688,479284.9686,5302.04886145472,-19930847232,188.859895706177,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3313,354307.592297425,4015.60728558052,-21552680960,479284.9686,5302.0222330122,-19934394368,190.403656005859,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3363,348022.581779344,4015.24922035961,-22580634624,477068.6736,5299.90925986173,-28911749120,193.142083406448,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3413,344877.028937447,4014.83234829132,-23719012352,458204.30415,5299.30155059811,-34059526144,195.844082832336,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3463,342667.043037586,4014.37345889207,-26496273408,458204.30415,5299.77564704713,-35984621568,198.55119395256,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3513,341823.451162586,4013.80527001082,-30133875712,457044.7072,5299.84483097358,-36300345344,201.227247238159,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3563,340288.945262447,4013.19983978343,-33781898240,458204.30415,5299.53905961247,-36447690752,203.935241699219,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3613,338937.375862447,4012.55622427394,-37813217280,458204.30415,5298.70178222892,-36930605056,206.635743141174,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3663,338937.375862447,4011.78673454853,-41994827776,458204.306598274,5296.91710465482,-45329805312,209.356051206589,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3713,334174.908063325,4011.61478082296,-47392946176,458204.30415,5294.65549563282,-55447277568,212.115086078644,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3763,328117.265181346,4011.25985360748,-50775994368,450086.41035,5293.10099663241,-63534780416,214.846013784409,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3813,319075.975890809,4010.55821722828,-54425763840,448960.96055,5293.34071796091,-67266674688,217.532545804977,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3863,296238.410382964,4009.77014908974,-62099548160,436306.9913,5293.12542971017,-73994027008,220.262412309647,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3865,296238.410382964,4009.72590725076,-62385565696,436306.9913,5293.09796363931,-74069827584,221.809024095535,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3915,289017.552270953,4009.38012004033,-65492592640,432919.66475,5290.893326355,-91723104256,224.572113752365,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
3965,288122.04006543,4008.98847139999,-68608315392,425815.3534,5290.23398697995,-96474177536,227.302670717239,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
4015,288122.04006543,4008.55197920955,-72727535616,415068.3595,5290.67538313634,-97692409856,230.068435192108,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
4065,288077.32266543,4008.00491528233,-75505565696,415068.3595,5290.73789322219,-99265568768,232.80299448967,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
4115,286739.580096852,4007.4090117734,-77343358976,417508.66395,5290.40191892783,-101882519552,235.551811218262,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
4165,285113.890175899,4006.76194340991,-79028334592,425448.1226,5289.49525877148,-107060994048,238.301528692245,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
4215,286739.580096852,4005.97568489812,-82184310784,423606.43445,5287.57277591239,-113725194240,241.015694141388,"{'optimizer': <class 'torch.optim.adam.Adam'>, 'lr': 0.0001}",11039.1156961918,TRUE
