instance,optimal_value,model
71,13508054.763213662,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
72,6980531.601807105,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
73,6784849.817373422,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
74,11714839.089351485,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
75,9218493.382963544,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
76,8154512.0553396065,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
77,8611524.044679929,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
78,9504828.960605783,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
79,9262305.580006635,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
80,10089557.391730383,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
81,7899261.804577682,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
82,8802016.846241472,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
83,8163210.917677459,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
84,10173094.728941143,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
85,8419688.729884315,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
86,7519337.984353436,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
87,7728991.480540702,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
88,9285141.599746713,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
89,7410000.058988762,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
90,7683401.239781046,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
91,7579814.806388018,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
92,9252282.34249907,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
93,9173029.330798395,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
94,9898410.415608859,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
95,8902341.187912134,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
96,7321935.107804534,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
97,9386143.088297462,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
98,11506315.082720762,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
99,8157876.266802639,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
100,8813367.73658479,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
101,11501206.724625506,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
102,7445485.740817762,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
103,8508681.499791158,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
104,7221177.600759361,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
105,8918350.513020115,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
106,8042746.857411794,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
107,7308448.918092391,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
108,8432181.11393723,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
109,9059453.282456107,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
110,7400377.343542116,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
111,4561242.601621363,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
112,8187419.954659733,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
113,7486539.730341751,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
114,8383240.983105195,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
115,8175852.786638366,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
116,9614727.516342549,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
117,8495588.50411519,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
118,8685986.270535827,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
119,9047461.188578391,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
120,7778758.534676609,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
121,10036726.423471356,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
122,7377576.20577705,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
123,9120392.316699553,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
124,7246567.905628574,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
125,7717739.649063331,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
126,8605967.043253297,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
127,8457339.73260209,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
128,9489900.47376352,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
129,7099077.429265924,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
130,8677363.83972507,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
131,7771921.9000307135,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
132,9458137.414260456,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
133,11296585.079867003,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
134,8625674.42149352,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
135,7533497.945037508,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
136,9770917.994402999,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
137,9472116.696325121,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
138,9681655.299800204,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
139,9142575.8830321,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
140,10210804.351744115,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
141,9944289.388329275,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
142,8882296.48124521,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
143,9879959.806035649,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
144,7756366.145475638,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
145,8836189.344917018,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
146,8647298.377208766,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
147,8960844.72644861,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
148,8909916.429684402,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
149,8693673.944643639,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
150,8185488.741504744,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
151,12136876.402980179,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
152,9677451.11406774,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
153,7795871.614734784,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
154,10899009.054651186,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
155,8331988.96016058,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
156,8711409.144713353,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
157,7641839.793110173,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
158,7510752.842084422,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
159,7061637.696637777,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
160,7279482.900409971,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
161,9428518.374621913,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
162,8464999.659446688,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
163,8776448.933760429,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
164,9197345.337568045,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
165,7143153.35379953,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
166,6646881.501169516,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
167,6694078.551994164,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
168,7102654.372338333,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
169,6854432.260843801,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
170,8520635.703037562,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
171,6216698.370937362,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
172,6910478.784219372,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
173,9288000.026417414,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
174,8403363.00469049,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
175,10153475.776532954,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
176,7478188.501491965,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
0,8610457.529613843,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
1,8428521.772480886,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
2,7627579.220924427,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
3,7945421.634163683,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
4,8220504.648728773,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
5,7358478.244004585,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
6,8706233.195265124,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
7,9877153.193657309,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
8,8789273.904881379,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
9,8091921.9288554145,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
10,7858769.718736102,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
11,7533829.152792259,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
12,8039010.982935764,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
13,8641429.486804908,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
14,9282628.420274002,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
15,8082558.5538035175,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
16,7628086.0828494,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
17,8441382.936947776,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
18,8718843.995799975,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
19,8183863.80454322,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
20,9760117.2004918,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
21,10420398.352709113,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
22,7029109.828127504,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
23,7512516.273157319,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
24,7148459.507460716,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
25,6319486.784057365,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
26,7841420.6401114445,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
27,9810493.545533592,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
28,8057768.5975742135,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
29,9448408.92977614,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
30,8574200.231828855,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
31,7925400.319138184,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
32,7947333.36666883,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
33,7759233.502719211,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
34,8690641.940693764,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
35,11701433.991259843,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
36,9458519.081420735,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
37,8103310.61708836,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
38,7583420.845921118,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
39,8168666.646288276,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
40,8350805.062646794,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
41,10576023.211828202,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
42,9629068.148909919,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
43,8310895.527600247,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
44,8245910.119340038,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
45,9255250.767817132,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
46,6805254.876011272,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
47,7276799.306211701,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
48,7689802.549349179,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
49,8614097.036054026,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
50,8013144.271316061,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
51,7268333.065622483,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
52,8062893.53486319,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
53,7239231.923512431,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
54,6514172.826621817,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
55,6683885.099781643,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
56,9821854.079913568,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
57,8637326.57396021,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
58,8134045.944461247,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
59,9018336.72946131,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
60,7692236.018368608,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
61,7824996.962946275,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
62,8252570.397224514,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
63,9572475.933958707,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
64,10242215.758074936,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
65,11319610.701654319,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
66,8498017.093485985,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
67,8888840.527374255,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
68,8448661.23005397,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
69,6140225.156432687,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
70,9311174.477850206,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
71,13508611.30489597,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
72,6990712.480620414,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
73,6775700.536007733,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
74,11719798.90445672,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
75,9233971.200359004,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
76,8236976.081997016,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
77,8603107.799813725,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
78,9494440.7237374,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
79,9264322.321887655,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
80,10062258.692018714,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
81,7902568.905858594,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
82,8795168.184256395,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
83,8157115.994976373,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
84,10170953.863496639,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
85,8444608.610362414,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
86,7520218.953065029,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
87,7727351.751127996,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
88,9277878.021961454,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
89,7431523.7625711225,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
90,7686362.882608691,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
91,7564629.885956736,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
92,9244556.842810001,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
93,9177277.63020431,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
94,9907584.387077827,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
95,8897523.474870337,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
96,7324692.225768047,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
97,9377321.352576612,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
98,11514858.091552148,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
99,8167160.280464406,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
100,8787083.300166547,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
101,11563314.796181101,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
102,7476538.828633946,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
103,8479412.976775018,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
104,7215234.040152061,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
105,8930907.85356013,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
106,8028239.554029008,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
107,7309469.082441638,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
108,8519815.412016809,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
109,9054979.390529094,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
110,7171567.272857653,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
111,4561242.752515558,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
112,8188078.308961492,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
113,7487384.028616197,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
114,8403161.228073666,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
115,8176080.8989059245,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
116,9637609.284121068,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
117,8536228.103016874,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
118,8670543.183900217,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
119,9056452.686632194,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
120,7775700.160923853,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
121,9908150.508696036,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
122,7477987.355615014,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
123,9124697.610975342,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
124,7227521.304355864,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
125,7716626.705244161,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
126,8604745.099447316,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
127,8542624.574121581,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
128,9602942.330562687,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
129,7123238.414153907,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
130,8679761.028194355,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
131,7777208.183952228,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
132,9457970.073358634,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
133,11313467.868123913,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
134,8618156.547753416,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
135,7548813.00086873,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
136,9781206.428954791,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
137,9471618.08542343,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
138,9677333.021908961,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
139,9140524.544898465,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
140,10208343.934327697,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
141,9954226.986561667,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
142,8890865.557030993,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
143,9922608.60726903,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
144,7800557.795035681,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
145,8828317.126524068,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
146,8647298.743758762,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
147,8955278.19910784,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
148,8913722.945446353,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
149,8598853.654412542,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
150,8278774.931050008,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
151,12125078.252685346,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
152,9680499.803401094,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
153,7811324.524668007,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
154,11315888.870115953,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
155,8323819.345447108,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
156,8712138.556952642,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
157,7640590.404754221,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
158,7511242.424278846,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
159,7061059.985650724,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
160,7271810.356931599,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
161,9420803.400912102,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
162,8569496.083231393,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
163,8788990.040417235,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
164,9226677.80886734,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
165,7047166.972831559,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
166,6646987.496972942,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
167,6701368.043236683,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
168,7075898.775487217,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
169,6844896.691182599,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
170,8520635.770785367,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
171,6231671.404172964,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
172,6905387.889640317,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
173,9284888.28592721,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
174,8334035.471053439,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
175,10123201.406629898,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
176,7476662.157477558,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
0,8609857.385551073,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
1,8427879.578558551,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
2,7627728.307312081,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
3,7945555.550555784,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
