,model,lr,Mean loss,SD loss,Mean regret,SD regret,Mean accuracy,SD accuracy,Mean precision,SD precision,Mean tpr,Mean fpr
0,selreg,0.01,1074.8943603515625,9.1351159721171,28.959443052799166,5.613464321170391,0.8893987341772153,0.006360024728223121,0.9396720368239355,0.0034691043972126,0.9396720368239355,0.6636075949367088
1,selreg,0.001,1081.6665893554687,15.4128444180723,32.00027005045207,7.354096016303239,0.8871835443037975,0.007709187318637734,0.938463751438435,0.004205011264711497,0.938463751438435,0.6768987341772152
2,SPO,0.01,1.5090841681710284e+16,1.4679069149080368e+16,144.93603744173134,125.65902513885898,0.8680555555555556,0.03419479606188469,0.928030303030303,0.01865170694284618,0.928030303030303,0.7916666666666667
3,SPO,0.001,1.5090310884150476e+16,1.467852756312384e+16,144.93888132268654,125.65618100045603,0.8680555555555556,0.03419479606188469,0.928030303030303,0.01865170694284618,0.928030303030303,0.7916666666666667
