instance,optimal_value,model
44,10794668.114312058,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
45,12042184.280919416,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
46,9343939.43084243,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
47,9668915.49038641,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
48,10030331.835566893,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
49,11403529.470433775,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
50,10691866.023436189,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
51,9768662.662792983,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
52,10694079.826538509,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
53,9559452.665907705,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
54,8732048.44274298,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
55,8433085.547583614,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
56,12483980.608834118,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
57,11616250.882858455,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
58,10892623.847833605,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
59,11665720.295241203,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
60,10012946.461875234,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
61,10399774.300513726,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
62,11231290.378348013,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
63,12523276.733276779,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
64,13558722.997764548,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
65,14451538.759738153,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
66,10902179.913008796,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
67,11791050.184245681,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
68,11606318.432111982,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
69,8387937.131635303,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
70,11516347.848903485,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
71,16987134.78954156,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
72,8982039.943425111,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
73,9291788.111817598,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
74,14728689.816582832,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
75,11794394.505373102,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
76,11349918.194398733,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
77,11602914.470490279,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
78,12163405.07304765,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
79,11960911.971377524,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
80,13368521.888733659,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
81,10226636.40140074,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
82,11342412.068696482,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
83,10337433.434147568,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
84,13613416.495393174,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
85,11649030.234909002,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
86,9993241.114929864,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
87,9605801.857091894,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
88,11655462.77085165,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
89,9494151.489186333,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
90,9508953.228372779,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
91,9750757.519572971,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
92,11763831.58448013,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
93,11745795.748654958,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
94,12255294.973436637,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
95,10971527.127279669,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
96,9894439.608245384,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
97,12505236.924148515,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
98,15012514.810825799,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
99,10874851.969172753,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
100,11593052.007019455,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
101,15888491.12143936,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
102,9748716.20497224,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
103,11334178.609820087,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
104,9871584.409110844,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
105,11392965.858030574,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
106,10016034.313054632,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
107,9335980.27207804,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
108,10640612.790578496,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
109,12395133.88322821,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
110,9135304.330530146,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
111,5876876.1941364445,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
112,10091768.25663729,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
113,9627998.667091886,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
114,10536618.48420945,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
115,10819167.02111279,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
116,11662411.139136506,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
117,12220192.583845448,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
118,10858173.931010952,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
119,11952404.400524812,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
120,9912361.943378955,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
121,13259114.145017793,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
122,9362015.903177813,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
123,11200468.909687947,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
124,9234417.774668416,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
125,9998510.278950216,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
126,10890156.328347908,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
127,10822951.937509222,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
128,11629099.67024194,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
129,9209950.496855406,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
130,10888747.012593457,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
131,10229058.837778868,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
132,12928239.220507208,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
133,13786468.427340874,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
134,11492452.796442648,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
135,9729953.467359414,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
136,12407079.940671027,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
137,11923248.574965846,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
138,12383777.373073556,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
139,11867785.01633282,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
140,12728407.202072645,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
141,12298123.402352884,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
142,11218571.214979518,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
143,12853606.244129073,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
144,9856239.278489597,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
145,12212687.950892473,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
146,11028622.994775748,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
147,11275440.603887223,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
148,11306306.486863103,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
149,10982682.024174765,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
150,11084237.282524576,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
151,15153356.777954046,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
152,12489531.540101185,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
153,10336918.27769887,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
154,13965023.947129421,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
155,10652666.128485696,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
156,11087675.870377976,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
157,9915115.132672854,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
158,9832749.468507452,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
159,8975418.246922499,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
160,9606263.057180135,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
161,12092958.255155625,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
162,10850395.786718175,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
163,11330504.742488882,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
164,11667144.821785783,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
165,8844841.988686102,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
166,8854679.745509803,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
167,8507479.752252683,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
168,9156287.549033355,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
169,9007381.54495079,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
170,11187899.767539432,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
171,8621163.517351294,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
172,9194920.008485828,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
173,11932342.90094476,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
174,10987417.88092235,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
175,12957782.36659058,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
176,9408470.526178626,../Results/MSE_pred/MSE-prediction_test_epoch20.npy
0,11375367.79050393,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
1,11706601.744813683,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
2,10350875.720788524,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
3,10657583.955955207,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
4,11003979.948316636,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
5,9694256.58846605,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
6,11620827.995429246,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
7,12685189.584414124,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
8,11274552.439139113,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
9,10879761.920380455,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
10,10928973.002126588,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
11,9962516.54884273,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
12,10395954.152121056,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
13,11300653.272339094,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
14,12412670.236806167,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
15,11247504.463235648,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
16,10021448.93965988,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
17,11337086.966642305,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
18,11537317.79727359,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
19,10622886.144800076,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
20,13214793.364954501,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
21,13777105.053404633,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
22,9613200.565355284,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
23,10226882.165473461,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
24,10095027.413595391,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
25,8448032.696702898,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
26,10724777.58567013,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
27,13043192.758041995,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
28,11048367.259241998,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
29,12384382.279571094,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
30,11476000.096968642,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
31,10479389.431826154,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
32,10355179.8868438,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
33,10008342.391624836,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
34,12057045.531633375,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
35,15017182.321161482,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
36,12648631.4902461,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
37,10907053.071513934,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
38,10050729.791152067,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
39,11202679.674295083,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
40,11216160.691400858,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
41,13309300.536419306,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
42,12868103.220726876,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
43,10459454.199165387,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
44,10904187.16441376,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
45,12094891.187721776,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
46,9355031.087527325,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
47,9671191.691729803,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
48,10031022.809086708,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
49,11403041.859670004,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
50,10672730.815491289,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
51,9794268.638302127,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
52,10803491.803469162,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
53,9631834.686081208,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
54,8690970.00787997,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
55,8438867.105285212,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
56,12475553.630587788,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
57,11613881.828993233,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
58,10885858.494359218,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
59,11663020.332262218,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
60,10022276.31245277,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
61,10447270.278919669,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
62,11236813.772135908,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
63,12559483.595508063,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
64,13569913.448474072,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
65,14400142.650076946,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
66,10922389.589343406,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
67,11791158.591297135,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
68,11658490.507138025,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
69,8385019.028121974,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
70,11639891.206329608,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
71,16968159.09712626,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
72,8982040.070002504,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
73,9299431.192233054,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
74,14721120.24534678,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
75,11822649.235361526,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
76,11471453.676522784,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
77,11602930.582572289,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
78,12161294.700213352,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
79,11960913.733927904,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
80,13201301.345329259,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
81,10228398.660715288,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
82,11289477.859475082,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
83,10337024.373572282,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
84,13615266.859922487,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
85,11691176.820883233,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
86,9978897.374177834,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
87,9606817.878059141,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
88,11645796.898415005,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
89,9504578.112654163,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
90,9508308.624160813,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
91,9749483.355791003,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
92,11731789.010300746,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
93,11730777.558462124,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
94,12311687.31836164,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
95,10970186.864823222,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
96,9898547.450648246,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
97,12486993.501423094,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
98,14977639.45742646,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
99,10876644.360172318,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
100,11551165.200578073,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
101,15898300.298948798,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
102,9786701.021093689,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
103,11294053.228414686,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
104,9870678.682085093,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
105,11424665.654945252,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
106,10013594.94253357,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
107,9355412.356410846,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
108,10752771.726629483,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
109,12377485.094671097,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
110,9189263.564392595,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
111,5876012.5030094115,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
112,10091768.287806228,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
113,9618681.509614287,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
114,10535476.378019607,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
115,10865970.681447033,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
116,11699373.499531617,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
117,12406305.685184123,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
118,10851426.451233191,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
119,11933689.354325254,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
120,9912259.336108213,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
121,13212464.011089275,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
122,9389236.758754196,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
123,11201363.74614693,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
124,9231695.78550766,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
125,10033206.58619404,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
126,10866765.64148729,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
127,10831338.54856971,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
128,11840365.231383245,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
129,9209950.570839178,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
130,10884489.119355677,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
131,10230384.017461618,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
132,12928239.103472851,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
133,13776650.374383353,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
134,11489120.166301755,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
135,9729953.219020491,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
136,12406426.49104481,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
137,11922812.699244002,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
138,12364068.264126815,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
139,11867822.87492611,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
140,12728410.595275061,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
141,12303078.291249206,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
142,11212975.255078493,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
143,12887970.991742736,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
144,9871034.43653293,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
145,12204201.697851252,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
146,11029285.173267076,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
147,11256956.537017852,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
148,11284368.120387582,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
149,10976794.14031128,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
150,10804551.995321052,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
151,15138695.764434058,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
152,12489893.145641679,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
153,10347382.286168909,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
154,14320781.828682017,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
155,10668791.804554872,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
156,11088375.28397914,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
157,9912762.17240709,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
158,9837570.457809879,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
159,8974324.834345829,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
160,9690476.655395774,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
161,12092958.215695366,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
162,10925221.638240332,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
163,11319387.32165876,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
164,11650171.536538625,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
165,8820085.459589925,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
166,8860052.520415863,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
167,8502305.56440944,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
168,9156287.522857623,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
169,8977215.802135086,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
170,11186867.990692955,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
171,8704552.76295609,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
172,9209951.29711934,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
173,11931277.557546461,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
174,11042254.746828608,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
175,12923798.294406876,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
176,9417313.015900504,../Results/MSE_pred/MSE-prediction_test_epoch2.npy
0,11375282.27790484,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
1,11704456.268946907,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
2,10352412.410569178,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
3,10657747.101846643,../Results/MSE_pred/MSE-prediction_test_epoch4.npy
